id,frameTime,voiceProb_sma_range,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_nnz,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_stddev,HNR_sma_amean,HNR_sma_nnz,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_stddev,F0_sma_amean,F0_sma_nnz,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_nnz,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_nnz,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_nnz,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_nnz,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0
56896-030,0.0,0.6107587,0.1715942,0.6752691,66,66,65,1,197.5584,35.67361,11.88771,66,66,65,1,411.3899,103.0338,307.0129,64,64,63,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.265752e-06,6.374499e-07,6.273987e-07,66,66,65,1
35063-004,0.0,0.8011986999999999,0.1975677,0.6343734999999999,296,296,295,1,330.5486,41.03901,15.20132,296,296,295,1,439.1331,128.7905,269.0079,250,250,249,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,7.153099e-06,1.023243e-06,4.978144000000001e-07,296,296,295,1
56896-001,0.0,0.9157696,0.1731603,0.6202489000000001,175,175,174,1,476.5693,84.57075999999999,32.389540000000004,175,175,174,1,404.91,89.18842,164.8907,163,163,162,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.2095739999999997e-07,6.791448e-08,5.2506660000000006e-08,175,175,174,1
45758-001,0.0,0.8161829,0.2142035,0.7287735,486,486,485,1,329.4339,22.24243,13.59864,486,486,485,1,303.509,60.952619999999996,205.6413,431,431,430,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.06307754,0.007440476,0.09354113,88,88,87,1,6.0269240000000005e-06,1.050758e-06,8.085218000000001e-07,486,486,485,1
56896-008,0.0,0.6284712,0.15069720000000003,0.6319326,145,145,144,1,180.5305,32.277159999999995,10.67646,145,145,144,1,195.7537,30.059109999999997,131.495,123,123,122,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.2621069999999996e-06,6.27263e-07,5.07254e-07,145,145,144,1
35063-000,0.0,0.3906679,0.09550573,0.4325759,26,26,25,1,23.27212,5.526651,-5.30192,26,26,25,1,332.5327,120.8285,287.1206,7,7,6,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.8511230000000004e-06,1.270654e-06,7.669269e-07,26,26,25,1
47939-010,0.0,0.7996436,0.18163210000000002,0.6527491999999999,396,396,395,1,64.9108,11.43727,4.9420910000000005,396,396,395,1,432.7083,79.3843,237.7752,364,364,363,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,7.690076e-06,1.492021e-06,1.046362e-06,396,396,395,1
47647-003,0.0,0.40764079999999997,0.11432360000000001,0.4431844,36,36,35,1,38.42994,8.854221,-7.43562,36,36,35,1,234.6575,85.08946999999999,243.3068,18,18,17,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.859135e-07,1.4548110000000002e-07,1.897418e-07,36,36,35,1
26753-015,0.0,0.8491434000000001,0.1791662,0.5846029,496,496,495,1,489.7367,82.11806,27.46935,496,496,495,1,449.5089,115.2553,178.6513,412,412,411,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.07337521,0.006295215,0.1094077,168,168,167,1,2.650286e-06,2.944742e-07,1.890577e-07,496,496,495,1
26753-003,0.0,0.7896226,0.2204823,0.5285574000000001,91,91,90,1,170.3231,29.038059999999998,3.964328,91,91,90,1,449.6498,111.0398,234.2323,63,63,62,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.762766e-06,4.357329e-07,3.024489e-07,91,91,90,1
35063-007,0.0,0.7813041999999999,0.2036821,0.5817036,896,896,895,1,501.215,78.50702,24.02691,896,896,895,1,457.7877,106.3213,182.4565,707,707,706,1,0.1290711,0.01514092,0.19143120000000002,89,89,88,1,0.0,0.0,0.0,0,0,0,0,0.00949684,0.0038104379999999998,0.007663305,434,434,347,87,6.728167999999999e-06,8.652772e-07,4.945735999999999e-07,896,896,895,1
26753-010,0.0,0.9054648999999999,0.1946753,0.6095331,996,996,995,1,484.1192,100.2919,41.62679,996,996,995,1,457.7241,121.4675,179.077,833,833,832,1,0.2686524,0.04385275,0.2845868,361,361,360,1,0.05641561,0.01541583,0.0582037,225,225,224,1,0.2319469,0.05683113,0.19025150000000002,661,661,660,1,8.418203e-06,8.522198e-07,4.489329e-07,996,996,995,1
81392-024,0.0,0.7422069,0.2239027,0.6409946,186,186,185,1,323.625,39.73639,15.418389999999999,186,186,185,1,154.8255,38.40555,136.6086,147,147,146,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.07717e-06,1.267195e-06,9.093913e-07,186,186,185,1
81392-020,0.0,0.7744196999999999,0.1983871,0.655047,836,836,835,1,494.6028,40.165040000000005,12.86549,836,836,835,1,460.3715,112.5157,202.7135,717,717,716,1,0.6749286999999999,0.2174275,0.13889649999999998,281,281,280,1,0.4023387,0.07034831,0.5880335,39,39,38,1,0.05682256,0.02490672,0.0379172,432,432,431,1,1.0779020000000001e-05,1.7428e-06,1.100497e-06,836,836,835,1
26753-017,0.0,0.7309966999999999,0.1668635,0.6577759,696,696,695,1,337.6112,31.294179999999997,10.00612,696,696,695,1,378.4236,47.080690000000004,122.4009,627,627,626,1,0.1809987,0.01782908,0.2693603,127,127,126,1,0.0,0.0,0.0,0,0,0,0,0.551668,0.25837899999999997,0.49054,384,384,259,125,2.4500549999999997e-05,1.809161e-06,1.109312e-06,696,696,695,1
95407-002,0.0,0.5290875,0.14237170000000002,0.6279253,46,46,45,1,171.8472,37.594440000000006,14.308689999999999,46,46,45,1,328.8286,78.2431,188.6058,45,45,44,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.355824e-07,3.7914839999999994e-08,3.4682480000000007e-08,46,46,45,1
56896-022,0.0,0.8973603000000001,0.2472067,0.5497432,275,275,274,1,472.6267,138.8859,72.3715,275,275,274,1,417.2357,108.1941,261.2301,205,205,204,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.3958609999999998e-06,3.660468e-07,1.981731e-07,275,275,274,1
56896-003,0.0,0.6801376,0.1557304,0.5953009,116,116,115,1,334.8955,54.85856999999999,16.7131,116,116,115,1,357.0685,87.55527,192.3692,94,94,93,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.025026e-06,3.38871e-07,1.457194e-07,116,116,115,1
81392-012,0.0,0.7809345,0.1951642,0.5829045,486,486,485,1,341.1503,51.72533,17.10419,486,486,485,1,455.9022,120.7457,211.5314,368,368,367,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0411057,0.0035582229999999997,0.06128486,165,165,164,1,6.263707000000001e-06,1.11425e-06,6.291330999999999e-07,486,486,485,1
44574-006,0.0,0.48815159999999996,0.1126992,0.5542235,136,136,135,1,175.4929,33.27102,8.822673,136,136,135,1,444.7038,103.8274,156.0042,114,114,113,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.109096e-06,2.25198e-07,1.383499e-07,136,136,135,1
81392-003,0.0,0.6928423,0.2087436,0.6057811,66,66,65,1,37.67872,11.4273,4.255816,66,66,65,1,440.3618,115.5601,187.2343,50,50,49,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.223782e-06,1.232512e-06,1.229175e-06,66,66,65,1
81392-010,0.0,0.7471837,0.178197,0.6524668,315,315,314,1,189.247,23.36835,8.640967999999999,315,315,314,1,372.1639,63.91395,164.8792,284,284,283,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.00045989949999999995,7.944923000000001e-05,0.0006726031,40,40,39,1,7.894668e-06,1.115742e-06,8.162891999999999e-07,315,315,314,1
56896-009,0.0,0.8809664,0.1442535,0.6146602,175,175,174,1,183.6647,29.885,10.49417,175,175,174,1,428.0167,79.99941,178.703,163,163,162,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.09212e-06,2.377676e-07,1.930312e-07,175,175,174,1
47939-002,0.0,0.7726531999999999,0.2165754,0.5572925999999999,268,268,267,1,484.6277,115.9396,61.48121999999999,268,268,267,1,397.1524,87.89950999999999,174.3222,184,184,183,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.765679e-06,7.010032e-07,3.438575e-07,268,268,267,1
44574-002,0.0,0.5769767,0.1631474,0.4542125,81,81,80,1,169.9272,29.679809999999996,2.1303349999999996,81,81,80,1,181.7679,40.74831,108.6262,38,38,37,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.346483000000001e-07,2.551943e-07,2.089891e-07,81,81,80,1
56896-007,0.0,0.40548379999999995,0.08130074,0.44155649999999996,26,26,25,1,21.043129999999998,4.337117,-4.04298,26,26,25,1,342.3867,96.86206,220.4419,14,14,13,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.521524e-07,4.062901999999999e-08,3.8388779999999997e-08,26,26,25,1
47939-015,0.0,0.877346,0.21668160000000003,0.5362408000000001,426,426,425,1,486.609,71.36742,21.57355,426,426,425,1,417.0834,69.61791,164.1452,279,279,278,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.512036e-06,6.543594e-07,3.639306e-07,426,426,425,1
56896-021,0.0,0.4843839,0.1276249,0.5721089,76,76,75,1,322.2036,59.943259999999995,19.89919,76,76,75,1,219.8524,63.62669,162.4587,66,66,65,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.17637e-06,3.179246e-07,2.436546e-07,76,76,75,1
68117-005,0.0,0.8488929000000001,0.2178078,0.6315892,555,555,554,1,341.8346,38.20293,11.45233,555,555,554,1,439.743,87.10984,198.3546,455,455,454,1,0.1845645,0.05689897,0.2516789,11,11,10,1,0.0,0.0,0.0,0,0,0,0,0.296937,0.04763161,0.17785810000000002,144,144,143,1,8.134316e-06,7.356662e-07,3.47478e-07,555,555,554,1
81392-033,0.0,0.8094091,0.195457,0.6766705,455,455,454,1,195.1192,16.11829,9.048103,455,455,454,1,455.5155,108.1065,210.7986,406,406,405,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.005236115,0.0009637517999999999,0.007629768,35,35,34,1,1.0170830000000001e-05,1.7336109999999999e-06,1.057585e-06,455,455,454,1
26753-014,0.0,0.7457571999999999,0.1468131,0.6552074999999999,676,676,675,1,481.5684,77.38135,28.27515,676,676,675,1,446.8981,67.44972,122.2589,611,611,610,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.2421466,0.07752475,0.326898,10,10,9,1,7.788679e-06,9.854417e-07,5.578453000000001e-07,676,676,675,1
26753-002,0.0,0.7334303000000001,0.1732241,0.6770771,636,636,635,1,496.1613,38.020109999999995,12.30662,636,636,635,1,253.3048,30.67165,117.2993,566,566,565,1,0.06849785,0.008465358000000001,0.1014624,80,80,79,1,0.0,0.0,0.0,0,0,0,0,0.7502522,0.2264737,0.6281334,191,191,190,1,3.879378e-05,4.365249e-06,1.80488e-06,636,636,634,2
80292-003,0.0,0.7939686,0.2162884,0.7993515,246,246,245,1,483.3418,57.73056999999999,26.633770000000002,246,246,245,1,413.5772,58.439859999999996,272.8695,224,224,223,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.425157e-06,2.086796e-06,1.914145e-06,246,246,245,1
18771-002,0.0,0.7686963000000001,0.1926402,0.5653373,186,186,185,1,323.8598,50.22282,15.223320000000001,186,186,185,1,444.9793,90.60432,163.5552,140,140,139,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.888281e-06,3.3081740000000004e-07,1.611124e-07,186,186,185,1
80292-000,0.0,0.605437,0.2017736,0.7148707,285,285,284,1,474.2131,132.5035,73.95833,285,285,284,1,429.5626,83.0815,271.3885,234,234,233,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.090967e-05,1.7708009999999999e-06,1.1614409999999999e-06,285,285,284,1
80292-001,0.0,0.5322022,0.1723235,0.6112993,56,56,55,1,464.591,202.5438,171.3055,56,56,55,1,385.3064,78.38866,242.4052,33,33,32,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.567334e-06,2.179793e-06,1.267912e-06,56,56,55,1
26753-001,0.0,0.6035299,0.1777885,0.586212,83,83,82,1,178.1832,30.24431,3.727295,83,83,82,1,308.1044,76.14358,172.6855,67,67,66,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.0044660000000002e-05,5.020695e-06,4.944651e-06,83,83,82,1
68117-001,0.0,0.8298026,0.2323166,0.6315356,235,235,234,1,329.0562,40.61788,14.577620000000001,235,235,234,1,374.856,65.50743,197.4009,201,201,200,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.494422e-06,3.9879600000000005e-07,1.641855e-07,235,235,234,1
68117-008,0.0,0.7383001,0.18415810000000002,0.6180553000000001,395,395,394,1,184.5075,16.55224,5.356015,395,395,394,1,352.3896,68.88925,191.4097,347,347,346,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.130425,0.01321123,0.19400720000000002,120,120,119,1,4.576816e-06,4.704593e-07,2.518087e-07,395,395,394,1
56896-015,0.0,0.41150529999999996,0.12270589999999999,0.779512,76,76,75,1,31.5626,8.460753,12.74506,76,76,75,1,166.9193,24.52636,218.7643,76,76,75,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.621474e-06,6.532749e-07,5.654168000000001e-07,76,76,75,1
47939-018,0.0,0.5393451,0.1410753,0.595889,116,116,115,1,46.91918,8.873092,2.063304,116,116,115,1,159.5891,42.959309999999995,143.987,105,105,104,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.975292e-06,1.268749e-06,1.151073e-06,116,116,115,1
26753-020,0.0,0.5064701,0.1211962,0.4231834,52,52,51,1,485.7334,144.9657,85.6757,52,52,51,1,163.3912,33.62331,84.16946999999999,26,26,25,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.3066739999999998e-06,3.140906e-07,1.844334e-07,52,52,51,1
56896-011,0.0,0.8449655,0.168553,0.63325,266,266,265,1,481.0108,85.5869,33.49743,266,266,265,1,330.2738,66.51614000000001,179.1712,234,234,233,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.6479749999999998e-05,2.041686e-06,9.245284000000001e-07,266,266,265,1
68117-004,0.0,0.5146693,0.1386489,0.6837619,56,56,55,1,162.5941,34.410379999999996,15.681729999999998,56,56,55,1,309.0261,66.99023000000001,233.9917,56,56,55,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.448259e-07,7.516957e-08,3.140513e-08,56,56,55,1
35063-008,0.0,0.7994713000000001,0.1818455,0.5945121,796,796,795,1,485.0121,65.15646,19.54226,796,796,795,1,463.0819,127.1392,210.2055,652,652,651,1,0.2265348,0.02165251,0.33728509999999995,135,135,134,1,0.0,0.0,0.0,0,0,0,0,0.06561852,0.02200566,0.07544978,261,261,260,1,8.902513e-06,1.168266e-06,5.517526e-07,796,796,795,1
47647-001,0.0,0.9062821,0.2141636,0.5833656999999999,256,256,255,1,487.2578,81.15625,26.423659999999998,256,256,255,1,349.8779,58.331790000000005,196.0578,194,194,193,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.096706e-06,1.977561e-07,1.3051650000000002e-07,256,256,255,1
68117-007,0.0,0.7706029999999999,0.21285679999999998,0.611896,246,246,245,1,182.7439,25.26651,8.081892999999999,246,246,245,1,246.6104,55.793,178.4848,193,193,192,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.670652e-06,5.143851000000001e-07,2.537774e-07,246,246,245,1
56896-032,0.0,0.7699894,0.19184890000000002,0.5250170999999999,106,106,105,1,481.6776,151.4372,80.08667,106,106,105,1,431.8767,107.1915,192.795,78,78,77,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.3158980000000002e-06,5.505838000000001e-07,2.411469e-07,106,106,105,1
47939-013,0.0,0.4690821,0.1672384,0.5482053000000001,26,26,25,1,27.387629999999998,9.235567999999999,-0.8498573,26,26,25,1,247.5704,69.06205,275.4569,16,16,15,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.0184939999999995e-06,1.568526e-06,1.159995e-06,26,26,25,1
80292-006,0.0,0.6909996,0.16429960000000002,0.8013746,96,96,95,1,48.303540000000005,11.9684,15.947320000000001,96,96,95,1,365.9515,106.3149,318.1685,92,92,91,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.43302e-05,3.283507e-06,2.458248e-06,96,96,95,1
76373-004,0.0,0.8494655999999999,0.16856229999999997,0.4632361,575,575,574,1,481.7854,146.1989,75.95997,575,575,574,1,446.5905,94.8697,195.9429,341,341,340,1,0.5149322000000001,0.05349296,0.7656228,114,114,113,1,0.0,0.0,0.0,0,0,0,0,0.32375859999999995,0.09853511,0.28912899999999997,227,227,226,1,2.2609e-07,2.596561e-08,1.4225700000000001e-08,575,575,574,1
56896-031,0.0,0.7057278,0.14337550000000002,0.6423973000000001,446,446,445,1,472.3853,81.21114,30.430640000000004,446,446,445,1,457.4459,87.45586999999999,161.9166,406,406,405,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.42143e-06,2.2362179999999998e-07,1.4751089999999998e-07,446,446,445,1
47939-011,0.0,0.6891685000000001,0.1977152,0.5836709,145,145,144,1,479.8749,80.1217,25.94606,145,145,144,1,218.4339,40.75755,126.058,98,98,97,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.788999e-06,1.298216e-06,7.886099e-07,145,145,144,1
26753-016,0.0,0.7169601999999999,0.16524589999999997,0.6284413000000001,215,215,214,1,54.18015,10.77507,2.405061,215,215,214,1,212.8577,36.20798,118.048,192,192,191,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.382786e-05,5.771074e-06,2.990783e-06,215,215,214,1
81392-011,0.0,0.8408319,0.2165946,0.7066286999999999,596,596,595,1,486.8866,45.60406,18.594829999999998,596,596,595,1,441.8266,93.59831,231.489,523,523,522,1,0.16144470000000002,0.02352737,0.2379185,57,57,56,1,0.0,0.0,0.0,0,0,0,0,0.01252214,0.001196124,0.01823419,170,170,169,1,9.910608e-06,1.5124170000000002e-06,9.058348000000001e-07,596,596,595,1
81392-014,0.0,0.7377934,0.20287850000000002,0.632804,536,536,535,1,331.1242,47.72935,17.335739999999998,536,536,535,1,451.2766,119.8354,208.3424,433,433,432,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.409611e-06,1.4118600000000002e-06,8.259869e-07,536,536,535,1
56896-026,0.0,0.8346517,0.1367,0.5795485,296,296,295,1,470.9545,107.9345,41.839,296,296,295,1,437.2549,90.79941,193.4306,257,257,256,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.091849e-06,2.160916e-07,7.364715e-08,296,296,295,1
47647-000,0.0,0.6985584,0.2137284,0.6309968,325,325,324,1,478.4162,58.458040000000004,19.239320000000003,325,325,324,1,449.411,67.16808,178.4467,260,260,259,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.08580633,0.01250458,0.1264514,57,57,56,1,2.128974e-06,3.9660059999999994e-07,2.579048e-07,325,325,324,1
81392-001,0.0,0.5403998000000001,0.1599908,0.6570712,136,136,135,1,41.80265,8.492405,6.08041,136,136,135,1,141.7113,32.88479,125.0822,121,121,120,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.886147e-06,1.042444e-06,7.167036e-07,136,136,135,1
18771-000,0.0,0.8114449,0.1921934,0.5252103,125,125,124,1,331.8617,57.714290000000005,17.175060000000002,125,125,124,1,285.1136,53.58865,120.6421,85,85,84,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.989504e-06,3.9572390000000006e-07,2.3770749999999999e-07,125,125,124,1
56896-014,0.0,0.7189963,0.1805961,0.6615496,46,46,45,1,318.2632,59.89779,28.85763,46,46,45,1,265.4653,73.48267,150.6939,43,43,42,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.027998e-07,8.468908000000001e-08,7.614566e-08,46,46,45,1
81392-017,0.0,0.5427319,0.10433030000000001,0.7505988,145,145,144,1,28.39777,5.679037,11.02356,145,145,144,1,185.893,20.69815,146.549,145,145,144,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,7.635376e-06,1.523397e-06,1.139245e-06,145,145,144,1
81392-038,0.0,0.8224054000000001,0.21967289999999998,0.640352,926,926,925,1,354.0808,46.03653,19.05796,926,926,925,1,450.6955,99.99079,219.5242,733,733,732,1,0.4653226,0.21327359999999998,0.24756039999999999,390,390,389,1,0.4244633,0.18977839999999999,0.2887053,272,272,271,1,0.05557664,0.02371502,0.02751791,580,580,476,104,1.2619560000000001e-05,1.961728e-06,1.186355e-06,926,926,925,1
58812-004,0.0,0.8824664000000001,0.1827216,0.48096359999999994,246,246,245,1,473.6489,128.7883,79.92245,246,246,245,1,427.5539,109.8268,310.546,154,154,153,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.97297e-07,4.726533e-08,2.320583e-08,246,246,245,1
45758-004,0.0,0.7184904000000001,0.17184760000000002,0.4987197,315,315,314,1,486.7426,125.563,50.03577,315,315,314,1,424.4424,100.8514,146.9035,194,194,193,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.779147e-06,5.283495999999999e-07,2.398752e-07,315,315,314,1
26753-012,0.0,0.8501550999999999,0.21007759999999998,0.7524946,116,116,115,1,48.17559,12.79787,12.82971,116,116,115,1,448.7177,112.7056,206.8326,103,103,102,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.612725e-05,6.875699e-06,7.65355e-06,116,116,115,1
26753-022,0.0,0.7499281999999999,0.18145820000000001,0.5897704,356,356,355,1,483.8627,49.59362,10.84815,356,356,355,1,463.0833,101.7464,158.259,299,299,298,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.952043e-06,1.207325e-06,5.95536e-07,356,356,355,1
81392-026,0.0,0.7106539000000001,0.16592089999999998,0.5896351,416,416,415,1,339.3699,53.08286999999999,17.21997,416,416,415,1,453.8681,113.8985,196.2211,338,338,337,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.735852e-06,1.114502e-06,5.621039e-07,416,416,415,1
44574-004,0.0,0.6607208000000001,0.1791241,0.5842826,66,66,65,1,323.9981,58.09758000000001,17.61504,66,66,65,1,295.8014,54.881840000000004,136.1251,54,54,53,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.606433e-06,9.194351999999999e-07,5.094157e-07,66,66,65,1
56896-033,0.0,0.9093786,0.181199,0.6359007,136,136,135,1,476.5254,74.14983000000001,26.441959999999998,136,136,135,1,438.2592,137.0617,271.9388,120,120,119,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.379424e-06,2.835487e-07,1.932996e-07,136,136,135,1
56896-006,0.0,0.9044188,0.1391615,0.6421356,356,356,355,1,43.98751,7.286898,7.087957,356,356,355,1,454.472,111.4681,205.4483,346,346,345,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.09771715,0.01612981,0.1432444,44,44,43,1,6.787564e-06,1.124954e-06,5.796683e-07,356,356,355,1
81392-004,0.0,0.7809188,0.2194542,0.5915895999999999,275,275,274,1,481.8628,73.43498000000001,21.94838,275,275,274,1,349.7472,65.16515,163.8884,204,204,203,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8.811458e-06,1.17203e-06,6.733366e-07,275,275,274,1
