id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,speakingRate_sma_range,speakingRate_sma_linregc1,speakingRate_sma_linregerrA,speakingRate_sma_stddev,speakingRate_sma_amean,speakingRate_sma_duration,speakingRate_sma_upleveltime0.0,speakingRate_sma_downleveltime0.0,label
23789-000,0.0,0.4861985,-0.006330725,0.08459473,0.13437829999999998,0.7374699,36,35,1,162.2201,1.3108870000000001,24.88978,42.32489,25.41563,36,35,1,329.335,3.8271129999999998,45.941790000000005,74.71898,202.4323,36,35,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.992517e-06,-3.876439e-08,3.06404e-07,5.741165e-07,3.803183e-07,36,35,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
26753-007,0.0,0.6919026999999999,0.00107282,0.10290999999999999,0.1464558,0.6683276,96,95,1,50.69283,0.10348230000000001,6.880731,9.758335,5.408487,96,95,1,140.0638,-0.5055556,14.81971,27.2558,113.0248,91,90,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.646175e-05,-4.454593e-08,1.969322e-06,3.143144e-06,2.605267e-06,96,95,1,4.1666669999999995,0.01242331,1.1220430000000001,1.238987,3.333333,57,56,1,0
05068-000,0.0,0.6153635000000001,-0.002174785,0.10998519999999999,0.1528234,0.7151223000000001,105,104,1,36.34128,-0.13239089999999998,6.601783999999999,9.153706,9.157209,105,104,1,190.9689,0.08628464,32.28045,40.40638,159.2776,97,96,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.5805360000000003e-06,3.904588e-09,4.7654290000000004e-07,6.110345000000001e-07,7.256723000000001e-07,105,104,1,1.666667,0.00038270970000000003,0.2527747,0.3526323,2.3484849999999997,66,65,1,0
26753-021,0.0,0.908379,-3.154866e-06,0.1439217,0.17444110000000002,0.5921048000000001,1693,1692,1,484.3372,-0.006993431,59.80591999999999,96.41635,38.9174,1693,1692,1,466.1233,0.01220038,76.33395,102.6728,154.8396,1394,1393,1,0.2547489,-8.779695e-05,0.08488138,0.1002469,0.1658149,892,837,55,0.1427368,-6.503157e-05,0.05297998,0.05787652,0.06788407,791,395,396,0.9238384,0.00019204900000000002,0.2825066,0.3130051,0.6401764,950,949,1,2.231453e-05,2.31677e-10,7.805e-07,1.814323e-06,6.071827e-07,1693,1692,1,12.5,0.00105665,1.924234,2.3498189999999997,11.56892,1654,1653,1,0
16486-002,0.0,0.8674999,-0.008018862,0.18166329999999997,0.23367359999999998,0.48113320000000004,46,45,1,462.8453,0.1788058,103.3496,130.3414,89.17253000000001,46,45,1,337.7777,-10.06017,50.76345,95.77920999999999,227.4162,24,23,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.4152729999999997e-07,-1.40145e-09,2.9451360000000002e-08,5.083179e-08,3.3963080000000003e-08,46,45,1,1.666667,0.2380953,0.30612249999999996,0.6070262,2.142857,7,6,1,0
88947-004,0.0,0.5024386,-0.001568132,0.13820970000000002,0.1617362,0.5360689999999999,81,80,1,180.3431,0.2695813,15.375010000000001,30.1476,5.454094,81,80,1,158.2715,0.01118576,19.92439,31.03818,87.87561,61,60,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.808612000000001e-06,-9.133253e-09,1.389387e-06,1.904339e-06,1.298409e-06,81,80,1,4.1666669999999995,0.09737191,0.4854318,1.313126,3.6904760000000003,42,41,1,0
05068-001,0.0,0.8572684000000002,0.0004484582,0.19056120000000001,0.23488699999999998,0.7247781,392,391,1,485.6486,-0.2864452,62.65155,106.8817,51.257459999999995,392,391,1,416.6281,-0.2801274,36.53335,61.90577,216.0163,333,332,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.6375459999999996e-06,2.0499970000000004e-09,1.038861e-06,1.3796889999999998e-06,1.1015049999999999e-06,392,391,1,10.83333,0.01252403,1.567332,2.28912,7.3796029999999995,353,352,1,0
13691-000,0.0,0.6680203,0.0015832589999999998,0.1171296,0.1540136,0.40891459999999996,86,85,1,333.9832,-0.5595661,28.122429999999998,53.2328,4.926682,86,85,1,400.8134,2.089816,88.09361,110.4176,259.1368,45,44,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.2703959999999998e-06,-4.238933e-09,1.6691579999999997e-07,2.77703e-07,1.5774870000000002e-07,86,85,1,5.8333330000000005,0.08701434,0.6058998999999999,1.403512,6.1702129999999995,47,46,1,0
87083-012,0.0,0.7303961999999999,0.002052194,0.146833,0.1912203,0.509208,106,105,1,172.2396,-0.05093021,14.229770000000002,27.3166,2.690264,106,105,1,272.1636,3.262293,40.65957,87.73001,125.3298,74,73,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.422235e-06,9.149908000000001e-09,4.6423840000000005e-07,8.387546999999999e-07,4.911133e-07,106,105,1,5.8333330000000005,0.05197939,0.6393238,1.308514,6.529851,67,66,1,0
61496-007,0.0,0.8524925999999999,-0.0001388965,0.12833989999999998,0.1584188,0.4698675,335,334,1,483.6762,0.1122599,61.45479,96.59316,35.222840000000005,335,334,1,447.6287,0.6168482,90.6754,120.1997,219.467,218,217,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6534691999999999,0.04158439,0.11989269999999999,0.2014565,0.8910944,11,10,1,6.55354e-06,-1.4733020000000003e-09,2.483544e-07,6.314216e-07,1.610142e-07,335,334,1,11.66667,0.0055245830000000004,1.217062,1.7080939999999998,12.67737,296,295,1,0
07920-002,0.0,0.8228038000000001,-0.00023909630000000002,0.1756039,0.2036765,0.4688244000000001,496,495,1,483.4948,-0.05127181,187.7525,201.8452,171.4687,496,495,1,322.6958,-0.19963889999999998,48.12662,63.17443000000001,127.2753,257,256,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6666666,0.0002745274,0.0173115,0.06109838,0.9931973,147,146,1,2.538801e-06,-4.146984e-10,1.884396e-07,3.3896180000000003e-07,1.3669479999999998e-07,496,495,1,9.166667,0.01108425,1.8314689999999998,2.635032,4.907001999999999,457,456,1,0
13691-004,0.0,0.7862923,0.0003274484,0.1439995,0.1743146,0.5611841999999999,306,305,1,188.1714,0.0138268,15.8538,33.84413,9.54777,306,305,1,452.1703,-0.28048909999999994,87.24986,106.4717,178.6596,244,243,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03098668,0.0002053814,0.002833134,0.005627825,0.04518891,36,35,1,8.367931e-06,3.7075240000000005e-09,8.541840999999999e-07,1.4153389999999998e-06,8.298978000000001e-07,306,305,1,7.5,0.00937696,1.420796,1.8763849999999997,4.794007,267,266,1,0
88947-008,0.0,0.7380785,-0.00020685419999999998,0.1399518,0.1698392,0.5133266,396,395,1,201.5702,0.0068519869999999995,18.93039,37.5174,6.944014,396,395,1,318.7137,-0.007022965,39.03931,53.7514,122.8841,283,282,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.1959439999999995e-06,-8.962648e-10,7.291591e-07,1.084842e-06,7.011101e-07,396,395,1,10.83333,0.01638543,1.538481,2.5223310000000003,7.773109,357,356,1,0
26753-004,0.0,0.5807465,-9.700451999999999e-05,0.1030483,0.1278214,0.6981549,145,144,1,49.47917,-0.01353592,6.602647,8.597729,6.904642999999999,145,144,1,147.9964,-0.10687550000000001,18.376379999999997,28.419420000000002,119.2828,142,141,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.438077e-05,-6.177431999999999e-08,3.261755e-06,5.82105e-06,5.129138e-06,145,144,1,5.8333330000000005,0.01417822,0.7949050999999999,1.156302,5.290881,106,105,1,0
56896-020,0.0,0.6932401999999999,-0.0017429429999999998,0.07499688,0.1168413,0.6638649,125,124,1,34.39411,-0.02845548,4.0669059999999995,5.642748,7.488516000000001,125,124,1,282.5515,0.07283469,18.63409,33.86923,119.691,123,122,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.220507e-06,-6.082071e-09,2.548884e-07,4.5021770000000004e-07,2.9060870000000003e-07,125,124,1,7.5,0.01191095,0.4442427,0.8845470999999999,2.52907,86,85,1,3
56896-002,0.0,0.7787195,-3.632507e-05,0.12671110000000002,0.1520745,0.6351585,555,554,1,480.3289,0.08138777,52.181940000000004,92.52831,36.581309999999995,555,554,1,443.4146,0.09427992,51.75359,78.4282,154.2449,503,502,1,0.3116364,-0.003258531,0.05161521,0.1090983,0.374116,88,87,1,0.2242526,0.00148636,0.02050358,0.04072894,0.32703509999999997,36,35,1,0.9325776,0.004357558,0.20602240000000002,0.37421420000000005,0.3677728,228,227,1,2.861706e-06,-6.943784e-10,1.910988e-07,3.668422e-07,1.900937e-07,555,554,1,7.5,0.0030221420000000002,1.7171150000000002,2.115425,4.40407,516,515,1,3
80292-002,0.0,0.7346606,-0.0005017068,0.2094219,0.23462429999999998,0.6506013,136,135,1,491.9543,-0.2011944,78.69536,120.9888,57.44221999999999,136,135,1,413.5858,1.102518,67.96211,99.75347,278.9899,107,106,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.094533e-06,-1.1544080000000001e-08,1.261884e-06,1.6912639999999999e-06,1.3132339999999999e-06,136,135,1,7.5,0.0126017,1.501149,1.9425689999999998,4.43299,97,96,1,3
44574-005,0.0,0.6338092,-0.001297498,0.09321409,0.12678989999999998,0.5379109000000001,116,115,1,327.1385,0.7483674,38.27368,62.87125,20.390520000000002,116,115,1,189.3498,-0.1454585,30.65912,40.123909999999995,118.2591,98,97,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3235550000000002e-06,-2.860933e-09,1.780763e-07,3.017183e-07,1.8425899999999998e-07,116,115,1,10.83333,0.11836849999999999,1.825307,3.386011,5.422078,77,76,1,3
26753-013,0.0,0.772927,0.001700431,0.1781801,0.2278209,0.6701256999999999,135,134,1,49.4639,0.08013358,9.508942999999999,12.186110000000001,6.250554,135,134,1,404.9472,-2.8852450000000003,58.02713000000001,118.4347,176.4103,109,108,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.455054e-06,6.2121059999999995e-09,6.633059e-07,8.692915000000001e-07,8.074141999999999e-07,135,134,1,2.5,-0.02470354,0.2700922,0.44669670000000006,2.391304,23,22,1,0
91117-000,0.0,0.6891074,-0.00045639169999999997,0.1336558,0.16387670000000001,0.5922953000000001,175,174,1,488.3254,-1.170575,77.68623000000001,125.426,49.751,175,174,1,425.8335,-1.0871680000000001,52.560759999999995,83.97411,184.406,141,140,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.211691e-06,-1.802368e-09,8.194705000000001e-07,1.210102e-06,7.853113e-07,175,174,1,7.5,0.009688629,1.131157,1.6604830000000002,4.595587999999999,136,135,1,0
81392-005,0.0,0.768786,-0.0001647476,0.1920531,0.21801679999999996,0.6431951,356,355,1,329.8878,0.01096546,16.24176,35.3279,13.86876,356,355,1,460.3108,0.1953463,84.09872,108.6454,221.4746,297,296,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.002701194,4.5818869999999996e-06,0.0001363077,0.0003514365,0.0039955170000000005,72,71,1,6.783061e-06,-1.4334860000000002e-09,1.037506e-06,1.40732e-06,9.176472e-07,356,355,1,7.5,0.0006281661,1.50206,1.838684,4.582019,317,316,1,3
05068-007,0.0,0.6185345999999999,-0.0004083364,0.1817331,0.2013045,0.6907641,85,84,1,161.1621,-0.005808096,16.4934,28.32773,14.22534,85,84,1,224.3504,0.6243871999999999,43.6767,56.332390000000004,196.9348,71,70,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.080736e-06,6.210706e-09,1.445176e-06,1.9594530000000002e-06,1.3874459999999998e-06,85,84,1,4.1666669999999995,0.05586391,0.8585425999999999,1.302459,3.5326089999999994,46,45,1,0
11739-004,0.0,0.2377075,-0.06035232,0.008393389000000001,0.08583798,0.5065898,5,4,1,16.12944,-4.1092580000000005,0.466783,5.833979,-2.014496,5,4,1,154.4294,30.65649,29.742590000000003,55.59605,176.4229,5,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.1484090000000001e-06,3.054705e-07,5.683066e-08,4.391243e-07,7.7601e-07,5,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
56896-018,0.0,0.5693126000000001,-0.00010924430000000001,0.12929939999999998,0.1495213,0.6328683,145,144,1,169.9127,0.1397759,10.57348,22.4569,8.117461,145,144,1,411.8996,-0.46562,79.05794,98.18574,222.4878,134,132,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.470695e-06,-1.982668e-09,1.5270220000000002e-07,2.6675590000000004e-07,1.448876e-07,145,144,1,5.8333330000000005,0.01312023,1.140772,1.333816,6.328616,106,105,1,3
81392-006,0.0,0.752107,0.00024716720000000003,0.1795517,0.2115127,0.5626746,375,374,1,186.9996,0.02008738,14.04916,28.86852,6.8817520000000005,375,374,1,450.307,0.04865385,87.39341999999999,103.3688,213.2003,288,287,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.009146757,1.842523e-05,0.0004990785,0.001241497,0.01351226,66,65,1,1.278235e-05,1.061087e-09,1.020085e-06,1.5102760000000001e-06,8.882975999999999e-07,375,374,1,10.83333,0.01050096,2.073279,2.552665,6.3541669999999995,336,335,1,3
95407-004,0.0,0.8790199000000001,1.194904e-05,0.13938370000000003,0.168156,0.5718831,2595,2594,1,481.764,0.003257023,70.87354,111.5088,44.55312,2595,2594,1,466.7281,-0.01603828,87.84695,110.2756,189.0102,2112,2111,1,0.5181394,-3.9687940000000006e-05,0.09976482,0.1307335,0.28001329999999997,2095,1986,109,0.2590232,-1.132493e-05,0.07714399,0.08422104,0.10212689999999999,1824,1725,99,0.9818231,-3.906124e-05,0.28135540000000003,0.3312637,0.434895,2258,2127,131,6.608919e-06,2.7007470000000002e-11,1.429888e-07,3.0152590000000003e-07,1.143383e-07,2595,2594,1,31.66667,0.009405235,3.747038,8.211035,18.708920000000003,2556,2555,1,3
58812-002,0.0,0.6551581999999999,0.003664498,0.10983299999999999,0.1746753,0.6766718,98,97,1,54.7623,0.2327071,7.452197999999999,11.54755,5.242121,98,97,1,358.6706,-0.9303162,75.14191,92.01044,262.6291,87,86,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.481961e-06,6.572983e-09,5.742128e-07,8.03968e-07,6.609640999999999e-07,98,97,1,4.1666669999999995,0.008425876,1.1158059999999999,1.227108,3.305085,59,58,1,0
76373-002,0.0,0.7677222,-0.006081787,0.15920810000000002,0.24750709999999998,0.5609002,86,85,1,46.23676,-0.3141604,8.826825,13.451179999999999,2.043339,86,85,1,273.555,-0.3560036,52.74154,65.55148,169.2149,56,55,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.006889e-06,-6.566295999999999e-09,1.3632310000000001e-07,2.471031e-07,1.6366759999999999e-07,86,85,1,6.6666669999999995,0.1101411,0.5410795,1.621541,4.042553,47,46,1,3
29758-003,0.0,0.7058406999999999,1.574232e-05,0.1508628,0.1780589,0.5595521999999999,195,194,1,497.7832,-1.0393700000000001,78.19313000000001,132.746,46.95058,195,194,1,428.8669,-0.9881878000000001,50.33572,76.82786999999999,166.4389,148,147,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.947578e-06,-3.986825e-10,6.470734e-07,9.661103e-07,6.889551000000001e-07,195,194,1,10.83333,0.004507076,2.342543,2.7445209999999998,4.647436,156,155,1,0
56896-024,0.0,0.7467791,0.0005588398,0.11735250000000001,0.15383829999999998,0.6199897,205,204,1,471.4756,-0.4445629,52.85813,98.4294,34.82417,205,204,1,442.2295,-1.208974,75.61469,114.4068,238.0012,191,190,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.669758e-07,-1.546267e-10,3.9788160000000003e-08,5.529698000000001e-08,4.838641e-08,205,204,1,8.333333,0.004284972,1.5512350000000001,1.8373220000000001,6.0843370000000006,166,165,1,3
52053-002,0.0,0.7704889,-0.004600951,0.1820716,0.2535851,0.5963253000000001,104,103,1,53.8023,-0.2662219,10.17155,14.69311,4.033378,104,103,1,198.1911,-2.196396,32.22725,59.90534,171.5274,66,65,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.595324000000001e-06,-1.635031e-08,6.58633e-07,1.2728010000000001e-06,7.350058e-07,104,103,1,4.1666669999999995,-0.003314396,1.092098,1.227962,3.192308,65,64,1,0
82975-002,0.0,0.7016085,-0.001386863,0.1565396,0.18727629999999998,0.6152772,125,124,1,474.5798,0.37702709999999995,25.627129999999998,58.871219999999994,16.51764,125,124,1,421.3177,1.421626,56.09839,86.37501999999999,172.4095,106,105,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.508119000000001e-06,-7.560934e-09,6.780372e-07,1.084426e-06,6.879919e-07,125,124,1,8.333333,0.04017484,0.6689681,1.301339,6.802326,86,85,1,0
80292-008,0.0,0.6669786,-0.001025885,0.21081689999999997,0.2294955,0.6820046999999999,116,115,1,476.8431,-1.6884740000000003,100.1586,146.9283,89.87021,116,115,1,419.4829,1.484124,49.1318,84.50803,265.5398,90,89,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.085564e-06,-7.817703e-09,1.578409e-06,2.0199260000000002e-06,1.5349449999999999e-06,116,115,1,6.6666669999999995,0.06684104,0.7227274,1.726996,4.512987,77,76,1,3
25066-009,0.0,0.798322,-0.0008371087,0.1420931,0.1796906,0.5852635,183,182,1,479.4179,0.12932639999999998,40.82349,77.81264,26.10549,183,182,1,294.4336,-0.4399734,53.14742,65.25764000000001,137.3034,153,152,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.2231199999999999e-05,-1.6650759999999998e-08,1.273125e-06,2.136589e-06,1.048769e-06,183,182,1,7.5,0.006391826999999999,1.5298459999999998,1.7758470000000002,4.288195,144,143,1,0
61496-003,0.0,0.7813931,0.0006582844999999999,0.14764129999999998,0.18533970000000002,0.5312110999999999,285,284,1,337.989,0.0953934,13.173589999999999,34.598009999999995,4.386916,285,284,1,451.2745,0.9412205,55.228559999999995,93.00498,150.5004,209,208,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2293119,0.009323668,0.03873462,0.06396367,0.31939870000000004,14,13,1,7.2520569999999994e-06,-1.065239e-09,5.575169000000001e-07,9.406355999999999e-07,5.645035e-07,285,284,1,10.83333,0.01196034,1.6628669999999999,2.399752,5.8333330000000005,246,245,1,0
46352-004,0.0,0.8803388000000001,-0.00271567,0.17567370000000002,0.2402766,0.5460339,141,140,1,475.5597,2.451515,105.4154,165.6027,96.46955,141,140,1,289.4694,-1.191583,41.2895,62.5856,216.4639,99,98,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.5647590000000003e-07,-1.1929889999999999e-11,3.467347e-08,5.1287789999999995e-08,3.402464e-08,141,140,1,7.5,0.0340541,1.3301530000000001,1.859463,4.387255000000001,102,101,1,0
91117-005,0.0,0.244892,-0.004361663,0.04400654,0.06061886,0.8654886999999999,16,15,1,19.690910000000002,-0.1605269,4.230785,5.164959,18.650879999999997,16,15,1,246.7235,12.00854,27.215459999999997,65.50333,275.6166,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.192505e-05,4.325996e-07,2.558648e-06,3.890421e-06,2.810654e-06,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
56896-030,0.0,0.6107587,-0.004783299,0.12363219999999998,0.1715942,0.6752691,66,65,1,197.5584,-0.4221455,17.41227,35.67361,11.88771,66,65,1,411.3899,-0.03137224,86.64281,103.0338,307.0129,64,63,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.265752e-06,-3.9381949999999996e-09,3.883599e-07,6.374499e-07,6.273987e-07,66,65,1,4.1666669999999995,0.11497760000000001,0.5501289,1.0955700000000002,2.9629630000000002,27,26,1,3
35063-004,0.0,0.8011986999999999,-0.00039757059999999996,0.16444589999999998,0.1975677,0.6343734999999999,296,295,1,330.5486,-0.02560529,20.293570000000003,41.03901,15.20132,296,295,1,439.1331,-0.49165240000000004,103.6418,128.7905,269.0079,250,249,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.153099e-06,9.728294e-12,6.786541e-07,1.023243e-06,4.978144000000001e-07,296,295,1,7.5,0.0060220280000000004,2.1678189999999997,2.3676909999999998,5.175097,257,256,1,3
56896-001,0.0,0.9157696,-0.0006673919999999999,0.1311965,0.1731603,0.6202489000000001,175,174,1,476.5693,0.11391969999999998,44.43908,84.57075999999999,32.389540000000004,175,174,1,404.91,0.5998071,56.43864,89.18842,164.8907,163,162,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.2095739999999997e-07,1.046257e-10,4.339825e-08,6.791448e-08,5.2506660000000006e-08,175,174,1,5.8333330000000005,0.01578527,0.8189261,1.198085,5.349265,136,135,1,3
05068-002,0.0,0.6410045999999999,0.006102398,0.05944711,0.1847964,0.6649501999999999,96,95,1,316.5624,-1.129116,43.54779,69.21983,35.50765,96,95,1,149.2508,0.44297159999999997,15.070470000000002,25.11871,161.9561,78,77,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.655104e-06,9.167755e-10,3.1924029999999997e-07,4.766679e-07,4.852733e-07,96,95,1,1.666667,0.0033488859999999997,0.2222283,0.34161759999999997,2.368421,57,56,1,0
45758-001,0.0,0.8161829,-0.0001193765,0.1805184,0.2142035,0.7287735,486,485,1,329.4339,-0.02157199,11.84432,22.24243,13.59864,486,485,1,303.509,-0.1173491,44.61299,60.952619999999996,205.6413,431,430,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06307754,7.1929e-05,0.002650794,0.007440476,0.09354113,88,87,1,6.0269240000000005e-06,-4.245715e-10,7.79312e-07,1.050758e-06,8.085218000000001e-07,486,485,1,10.83333,0.0004612926,1.463911,1.8807029999999998,3.5234900000000002,447,446,1,0
29758-005,0.0,0.8940299999999999,-0.00029219580000000003,0.1607397,0.19775510000000002,0.4568892,395,394,1,496.6457,0.7192156,154.0649,199.251,137.6147,395,394,1,441.5498,-1.419665,75.20666999999999,121.9941,196.6039,190,189,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.009301383,1.577744e-05,0.0004693669,0.001210148,0.0137583,72,71,1,1.110934e-05,-9.217018e-10,4.996309e-07,1.05465e-06,3.5847650000000003e-07,395,394,1,5.8333330000000005,-0.001886155,1.18252,1.3048389999999999,4.1624360000000005,197,196,1,0
