id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,speakingRate_sma_range,speakingRate_sma_linregc1,speakingRate_sma_linregerrA,speakingRate_sma_stddev,speakingRate_sma_amean,speakingRate_sma_duration,speakingRate_sma_upleveltime0.0,speakingRate_sma_downleveltime0.0,label
23789-003,0.0,0.7642085999999999,-0.00040016760000000003,0.21155879999999996,0.2329295,0.6209347,186,185,1,169.796,0.0117726,13.229270000000001,21.03836,6.9633,186,185,1,421.1335,-1.258943,50.01919,85.01568,174.4494,143,142,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.699176e-06,-6.403365e-10,8.125863000000001e-07,1.133944e-06,7.251071000000001e-07,186,185,1,4.1666669999999995,0.01782535,0.8516997,1.285636,3.503401,147,146,1,0
80292-001,0.0,0.5322022,-0.0062794159999999995,0.1100221,0.1723235,0.6112993,56,55,1,464.591,5.410233,157.679,202.5438,171.3055,56,55,1,385.3064,-5.632029,43.40791,78.38866,242.4052,33,32,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.567334e-06,-4.147285e-08,1.454477e-06,2.179793e-06,1.267912e-06,56,55,1,1.666667,0.04697709,0.2559111,0.42734300000000003,2.352941,17,16,1,3
95465-013,0.0,0.6828970999999999,-0.001030053,0.121422,0.1641216,0.6548884,246,245,1,186.983,-0.001538568,12.10205,24.82292,8.171429,246,245,1,334.8943,-0.5207655,45.78243,66.80363,185.31,226,225,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.76937e-06,1.077992e-09,7.735053e-07,1.130862e-06,7.996091e-07,246,245,1,8.333333,0.0265741,1.0222799999999999,2.0154970000000003,6.4734300000000005,207,206,1,0
26753-001,0.0,0.6035299,-0.0020875,0.14834679999999997,0.1777885,0.586212,83,82,1,178.1832,-0.15372760000000002,14.79163,30.24431,3.727295,83,82,1,308.1044,0.06231846,62.0164,76.14358,172.6855,67,66,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0044660000000002e-05,-6.005499e-08,4.159846e-06,5.020695e-06,4.944651e-06,83,82,1,7.5,0.18446089999999998,0.9225046999999998,2.608622,5.1704550000000005,44,43,1,0
68117-001,0.0,0.8298026,-0.0001432275,0.20246199999999998,0.2323166,0.6315356,235,234,1,329.0562,-0.02704109,19.989079999999998,40.61788,14.577620000000001,235,234,1,374.856,-0.3106258,44.80042,65.50743,197.4009,201,200,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.494422e-06,-1.848477e-09,1.9292760000000002e-07,3.9879600000000005e-07,1.641855e-07,235,234,1,14.166670000000002,0.02126082,2.507767,3.5054440000000002,5.612245,196,195,1,0
75256-004,0.0,0.6181929,0.002656918,0.15334129999999999,0.1899752,0.7056493,100,99,1,474.6829,1.156096,50.08064,90.26807,38.760220000000004,100,99,1,423.3028,-1.591435,45.610620000000004,80.16606,203.6589,89,88,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.996743e-06,2.09308e-10,8.603606999999999e-07,1.227494e-06,8.560722e-07,100,99,1,7.5,0.006698393,2.228167,2.3834,4.180328,61,60,1,0
68117-008,0.0,0.7383001,0.00016617900000000002,0.1503329,0.18415810000000002,0.6180553000000001,395,394,1,184.5075,0.01408393,9.021572,16.55224,5.356015,395,394,1,352.3896,-0.1008453,51.10557,68.88925,191.4097,347,346,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.130425,8.038874e-05,0.004105006,0.01321123,0.19400720000000002,120,119,1,4.576816e-06,-8.119632e-10,2.560964e-07,4.704593e-07,2.518087e-07,395,394,1,11.66667,-0.001927404,1.537714,2.06337,6.769663,356,355,1,0
56896-015,0.0,0.41150529999999996,-0.0026468790000000004,0.0875939,0.12270589999999999,0.779512,76,75,1,31.5626,-0.1590302,5.8921209999999995,8.460753,12.74506,76,75,1,166.9193,0.02843596,18.59947,24.52636,218.7643,76,75,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.621474e-06,-6.245096e-09,5.040857000000001e-07,6.532749e-07,5.654168000000001e-07,76,75,1,1.666667,0.008692909,0.22358070000000002,0.36316479999999995,2.364865,37,36,1,3
47939-018,0.0,0.5393451,0.0005622181,0.11788589999999999,0.1410753,0.595889,116,115,1,46.91918,0.07943022,6.867742999999999,8.873092,2.063304,116,115,1,159.5891,0.5380755,31.4702,42.959309999999995,143.987,105,104,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.975292e-06,-2.4233320000000004e-09,1.036507e-06,1.268749e-06,1.151073e-06,116,115,1,4.1666669999999995,0.01049389,1.224134,1.291648,3.7987010000000003,77,76,1,0
29758-001,0.0,0.7621547,-0.0003621452,0.18814920000000002,0.220207,0.5829843000000001,486,485,1,500.5397,-0.008686915,62.23178000000001,109.4406,36.75417,486,485,1,276.2537,-0.05490851,30.385270000000002,44.38243,143.8148,356,355,1,0.007879147,0.0001147616,0.0009761867999999999,0.0017294160000000001,0.01132627,24,23,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01233692,2.041939e-05,0.0011794730000000001,0.001886453,0.01084756,189,188,1,8.478673e-06,-2.2235389999999996e-09,1.085008e-06,1.55752e-06,1.149087e-06,486,485,1,9.166667,0.008330145,1.63286,2.259457,6.325503,447,446,1,0
26753-020,0.0,0.5064701,-0.001462341,0.0958441,0.1211962,0.4231834,52,51,1,485.7334,5.0776069999999995,90.38622,144.9657,85.6757,52,51,1,163.3912,1.3079610000000002,24.17074,33.62331,84.16946999999999,26,25,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3066739999999998e-06,-1.0418000000000001e-08,1.7414249999999999e-07,3.140906e-07,1.844334e-07,52,51,1,3.333333,0.1556777,0.581854,0.9593993000000001,4.615385,13,12,1,0
56896-011,0.0,0.8449655,0.0006126387,0.1334608,0.168553,0.63325,266,265,1,481.0108,0.5027226,48.29374,85.5869,33.49743,266,265,1,330.2738,-0.27138979999999996,50.60859,66.51614000000001,179.1712,234,233,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6479749999999998e-05,-3.0552579999999994e-09,1.076897e-06,2.041686e-06,9.245284000000001e-07,266,265,1,11.66667,-0.002494686,2.021157,2.523252,6.453744,227,226,1,3
68117-004,0.0,0.5146693,0.005178301,0.09352511,0.1386489,0.6837619,56,55,1,162.5941,-0.46761670000000005,19.83399,34.410379999999996,15.681729999999998,56,55,1,309.0261,-2.623413,28.90454,66.99023000000001,233.9917,56,55,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.448259e-07,2.046092e-09,3.6769199999999994e-08,7.516957e-08,3.140513e-08,56,55,1,1.666667,0.04697709,0.2559111,0.42734300000000003,2.352941,17,16,1,0
07920-000,0.0,0.8097603,0.0004256587,0.15872139999999998,0.19348110000000002,0.49577309999999997,453,452,1,480.775,-0.6783887,151.6046,200.9086,150.6665,453,452,1,403.8317,0.100449,62.50103000000001,76.88585,142.2162,267,266,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.07945186,6.036455e-05,0.002760716,0.00847613,0.1180743,108,107,1,1.657055e-06,-1.850572e-10,1.32318e-07,2.473085e-07,1.0468529999999999e-07,453,452,1,5.8333330000000005,0.0016947,0.9922880999999999,1.184234,3.176471,255,253,2,0
35063-008,0.0,0.7994713000000001,-0.0002588823,0.1448214,0.1818455,0.5945121,796,795,1,485.0121,0.02651935,30.54525,65.15646,19.54226,796,795,1,463.0819,0.15045139999999999,102.4344,127.1392,210.2055,652,651,1,0.2265348,0.0001104936,0.0063785840000000005,0.02165251,0.33728509999999995,135,134,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06561852,-0.0002441925,0.009404959000000001,0.02200566,0.07544978,261,260,1,8.902513e-06,-9.753534e-10,6.973866e-07,1.168266e-06,5.517526e-07,796,795,1,15.833329999999998,0.007726095,2.130636,3.195985,6.723910000000001,757,756,1,3
47647-001,0.0,0.9062821,-0.00019747299999999998,0.1832248,0.2141636,0.5833656999999999,256,255,1,487.2578,-0.09983651,39.45662,81.15625,26.423659999999998,256,255,1,349.8779,0.03333874,42.71411,58.331790000000005,196.0578,194,193,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.096706e-06,-9.321416e-10,1.261825e-07,1.977561e-07,1.3051650000000002e-07,256,255,1,7.5,0.0054237109999999995,1.081912,1.581948,5.0,217,216,1,0
11739-005,0.0,0.9007139999999999,7.887150999999999e-05,0.2357107,0.26331809999999994,0.5757876999999999,395,394,1,489.9355,-0.2189202,88.48827,126.7984,67.78513000000001,395,394,1,428.4331,-0.27648740000000005,68.04078,86.93279,192.6053,265,264,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.379008e-06,-6.670628e-10,9.274677e-07,1.384446e-06,7.666077e-07,395,394,1,11.66667,0.009625389,2.2504939999999998,2.687505,6.73455,356,355,1,0
71834-000,0.0,0.8821611999999999,-8.450798000000001e-05,0.1443027,0.1781294,0.5874559,996,995,1,483.1647,0.02172009,48.86483,87.30848,34.25405,996,995,1,450.2852,0.07349018,115.4222,132.8657,227.8793,803,802,1,0.3855044,0.0013132679999999998,0.04572647,0.11016589999999998,0.36900429999999995,252,251,1,0.2240125,0.00010310299999999999,0.006135195,0.0211052,0.3336013,139,138,1,0.5088717,0.0002843684,0.1166039,0.1766056,0.10359360000000002,731,730,1,1.1275209999999999e-05,-1.195448e-10,9.91581e-07,1.5323230000000001e-06,8.170155e-07,996,995,1,9.166667,0.0044518990000000005,1.487663,2.1952220000000002,4.597701,957,956,1,0
23789-001,0.0,0.8408194,-0.0111849,0.14941870000000002,0.2530677,0.47494949999999997,56,55,1,480.4736,7.221992999999999,86.4347,156.0768,110.8959,56,55,1,168.3691,0.07442919,30.74322,39.51425,135.6195,32,31,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.022624e-06,-1.1015409999999998e-08,1.5552020000000002e-07,2.799404e-07,1.814681e-07,56,55,1,1.666667,0.04697709,0.2559111,0.42734300000000003,2.352941,17,16,1,0
75256-001,0.0,0.6422763000000001,-0.001151984,0.1112123,0.15173470000000003,0.5417622,136,135,1,484.7059,0.8736764000000001,123.4031,161.6944,88.82472,136,135,1,424.7669,-0.09519509,93.23969,113.4624,244.04,93,92,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.927323e-06,-8.340673e-09,7.521124000000001e-07,1.102163e-06,7.405306999999999e-07,136,135,1,8.333333,0.04709743,1.238407,1.9638060000000002,7.628866,97,96,1,0
68117-007,0.0,0.7706029999999999,-0.0009577277,0.16825279999999998,0.21285679999999998,0.611896,246,245,1,182.7439,0.008530702,13.48797,25.26651,8.081892999999999,246,245,1,246.6104,-0.1681902,41.202090000000005,55.793,178.4848,193,192,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.670652e-06,-2.2001839999999998e-09,2.514985e-07,5.143851000000001e-07,2.537774e-07,246,245,1,7.5,0.01577985,1.410045,1.9365139999999998,5.531401,207,206,1,0
75256-002,0.0,0.7347562,-0.001201192,0.15785220000000003,0.1988017,0.5089906,147,146,1,483.0574,-2.37019,96.41505,156.4336,74.37621,147,146,1,439.0231,-2.373487,49.41118,84.83952,170.3987,78,77,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.744572e-06,-1.204932e-09,3.813358e-07,6.068898000000001e-07,3.7228770000000003e-07,147,146,1,8.333333,0.03312946,1.099077,1.664737,7.361111,108,107,1,0
56896-032,0.0,0.7699894,-0.004299133,0.11741780000000002,0.19184890000000002,0.5250170999999999,106,105,1,481.6776,3.3198730000000003,90.0313,151.4372,80.08667,106,105,1,431.8767,-2.778193,69.04691,107.1915,192.795,78,77,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.3158980000000002e-06,-5.357556999999999e-09,2.637126e-07,5.505838000000001e-07,2.411469e-07,106,105,1,7.5,0.09211961,0.745679,2.046313,5.0,67,66,1,3
47939-013,0.0,0.4690821,0.01380301,0.1182399,0.1672384,0.5482053000000001,26,25,1,27.387629999999998,0.429983,7.395044,9.235567999999999,-0.8498573,26,25,1,247.5704,1.970264,59.39659,69.06205,275.4569,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0184939999999995e-06,2.0803750000000002e-08,1.1789629999999999e-06,1.568526e-06,1.159995e-06,26,25,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
87083-009,0.0,0.6501031,-0.0002079769,0.1156364,0.1427454,0.3983753,256,255,1,196.6052,0.1489512,18.37271,35.63929,0.41032559999999996,256,255,1,458.5739,0.07044424,74.29633000000001,98.68418,148.1314,107,106,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.1378489999999995e-06,-5.632735e-09,5.07725e-07,1.133062e-06,5.29615e-07,256,255,1,10.83333,0.01769997,1.48959,2.0646169999999997,8.778802,217,216,1,0
29758-006,0.0,0.6651859,-0.004925115,0.1241195,0.18691370000000002,0.6469398000000001,65,64,1,39.02796,-0.3237536,6.846467,10.79026,5.300247,65,64,1,155.6445,-0.8567348,28.13267,40.20139,144.7995,57,56,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.33144e-06,-1.311189e-08,1.417564e-06,1.9897130000000003e-06,1.176336e-06,65,64,1,4.1666669999999995,0.10997149999999999,0.5460224,1.039569,2.884615,26,25,1,0
61496-000,0.0,0.6131989000000001,-0.0001666638,0.09935535,0.12601120000000002,0.4517294,200,199,1,479.5863,0.3515949,38.00499,67.9458,18.250239999999998,200,199,1,415.9853,1.328699,60.03904,98.81667,134.5743,117,116,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.8936709999999998e-06,-3.4721970000000004e-09,2.568299e-07,4.851343e-07,2.428074e-07,200,199,1,10.83333,0.0394429,1.514723,2.59659,8.478261,161,160,1,0
80292-006,0.0,0.6909996,0.0005715388,0.12668510000000002,0.16429960000000002,0.8013746,96,95,1,48.303540000000005,0.0505022,9.494685,11.9684,15.947320000000001,96,95,1,365.9515,-3.232556,41.36549,106.3149,318.1685,92,91,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.43302e-05,1.7060400000000004e-08,2.482775e-06,3.283507e-06,2.458248e-06,96,95,1,4.1666669999999995,0.06341284,0.6151116,1.2931780000000002,3.8596489999999997,57,56,1,3
76373-004,0.0,0.8494655999999999,1.9474120000000002e-05,0.1364885,0.16856229999999997,0.4632361,575,574,1,481.7854,0.0177092,114.5972,146.1989,75.95997,575,574,1,446.5905,-0.24192460000000002,73.88873000000001,94.8697,195.9429,341,340,1,0.5149322000000001,0.0003514156,0.0170082,0.05349296,0.7656228,114,113,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.32375859999999995,0.001312281,0.0402106,0.09853511,0.28912899999999997,227,226,1,2.2609e-07,2.020535e-11,1.416758e-08,2.596561e-08,1.4225700000000001e-08,575,574,1,11.66667,0.01252184,1.4679879999999998,2.592418,7.947761,536,535,1,3
82975-010,0.0,0.41974120000000004,-0.01576059,0.06272898,0.1386747,0.5366486,26,25,1,466.6459,17.83099,84.88935,168.8797,126.5643,26,25,1,280.3817,-7.700877,40.66265,69.95394,196.705,20,19,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3367580000000002e-06,-1.9366759999999997e-08,2.681618e-07,4.1212359999999994e-07,2.459608e-07,26,25,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
87083-008,0.0,0.7153918,0.001096965,0.1089768,0.1434094,0.44825519999999996,205,204,1,490.8904,0.2667972,21.1726,51.00458,3.9299809999999997,205,204,1,465.6889,1.966452,59.09069,102.3394,109.6408,109,108,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.1082159999999996e-06,-1.0233840000000001e-08,7.404939e-07,1.252954e-06,1.168422e-06,205,204,1,6.6666669999999995,0.009312378,1.513814,1.7574720000000001,5.684931,146,145,1,0
71834-001,0.0,0.8079276,-0.0001167408,0.1140433,0.1439308,0.5637112,775,774,1,484.2065,-0.0411549,29.8515,62.80294,17.09807,775,774,1,435.2209,0.10116460000000001,62.953480000000006,84.51624,145.8306,643,642,1,0.0393529,1.0366769999999998e-05,0.0008241563,0.003227663,0.05870854,184,183,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1796709,-0.0006105224,0.03816647,0.08857222,0.1049912,428,246,182,1.2318219999999998e-05,-3.066771e-10,1.189469e-06,1.7087100000000001e-06,1.123171e-06,775,774,1,10.83333,0.004589861,1.848237,2.427469,4.818841,736,735,1,0
56896-031,0.0,0.7057278,-0.0001058399,0.1199441,0.14337550000000002,0.6423973000000001,446,445,1,472.3853,-0.05662813,43.27783,81.21114,30.430640000000004,446,445,1,457.4459,-0.02275269,63.08752,87.45586999999999,161.9166,406,405,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.42143e-06,-1.315181e-10,1.541276e-07,2.2362179999999998e-07,1.4751089999999998e-07,446,445,1,14.166670000000002,-0.00125885,2.182546,2.9432970000000003,5.055283,407,406,1,3
05068-010,0.0,0.7002073,-0.004770946,0.1568019,0.20572600000000002,0.5666873,54,53,1,467.9031,6.907146000000001,86.75038,147.9275,82.57175,54,53,1,281.3248,4.08579,42.94782,72.9005,219.7867,37,36,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.185374e-06,-6.501179000000001e-09,1.946424e-07,2.984871e-07,2.083997e-07,54,53,1,1.666667,0.05952384,0.27301590000000003,0.45133549999999995,2.333333,15,14,1,0
16486-000,0.0,0.7303655,-0.0043076090000000004,0.1547412,0.20534410000000003,0.48047120000000004,66,65,1,329.5176,1.022263,31.92718,59.42066,11.74112,66,65,1,433.5621,-6.851078,86.06541,137.1671,247.8585,46,45,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.117815e-06,-1.5818020000000003e-09,5.001916e-07,6.249286e-07,3.729237e-07,66,65,1,5.8333330000000005,0.1221001,0.6484873000000001,1.22138,5.277778,27,26,1,0
47939-011,0.0,0.6891685000000001,-0.00200929,0.1510764,0.1977152,0.5836709,145,144,1,479.8749,0.5952607,44.75377,80.1217,25.94606,145,144,1,218.4339,-0.4592067,24.31306,40.75755,126.058,98,97,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.788999e-06,-1.013355e-08,8.449277e-07,1.298216e-06,7.886099e-07,145,144,1,7.5,0.02650495,1.58004,2.052188,4.001572,106,105,1,0
87083-023,0.0,0.7310061999999999,-0.0008720389,0.1265416,0.1785207,0.6932774,205,204,1,38.99759,-0.05557461,6.6422039999999996,9.400089,8.41116,205,204,1,123.231,-0.41768459999999996,18.936529999999998,33.41153,125.7757,190,189,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.823651e-06,1.317178e-09,9.712172e-07,1.300647e-06,1.082341e-06,205,204,1,4.1666669999999995,0.002063782,0.5505463,0.8853576999999999,2.710843,166,165,1,0
82975-003,0.0,0.7752059,-0.0002163961,0.15801310000000002,0.185079,0.7281586999999999,306,305,1,477.6406,-0.06879037,36.96958,74.47213,32.35567,306,305,1,300.3511,-0.1873295,26.915440000000004,48.91175,174.4285,275,274,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.353619e-06,-3.978712e-09,6.390509e-07,9.43461e-07,7.335994999999999e-07,306,305,1,6.6666669999999995,0.01440798,1.2064059999999999,1.8922970000000001,6.254682,267,266,1,0
88947-002,0.0,0.6512811,0.003093792,0.08679513,0.1344483,0.5804769000000001,96,95,1,321.1395,-0.06578753,25.412770000000002,48.64048,15.64928,96,95,1,300.9575,-0.6238098000000001,53.00825,65.29848,133.2644,79,78,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.371652e-06,-7.920523e-09,4.311372e-07,9.316096999999999e-07,3.4525659999999996e-07,96,95,1,5.8333330000000005,0.01577217,1.1465370000000001,1.358942,5.701755,57,56,1,0
52053-001,0.0,0.8116928000000001,-0.0001995302,0.1170702,0.15880970000000003,0.3536058,125,124,1,487.2048,-1.489325,64.57243000000001,109.2991,28.7152,125,124,1,242.2701,-1.1496540000000002,58.55882,68.49838000000001,171.6176,34,33,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.022859e-06,9.046463e-10,5.20482e-07,9.293494e-07,3.9199300000000003e-07,125,124,1,5.8333330000000005,0.03427048,0.6956730999999999,1.177116,4.273256,86,85,1,0
88947-010,0.0,0.43339979999999995,-0.0007616728,0.08710243,0.1100242,0.38105259999999996,71,70,1,178.6406,0.2715147,24.56042,43.81263,2.560954,71,70,1,258.0454,5.486383999999999,46.60055,74.34852,134.7926,28,27,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.441475e-06,-1.2720579999999999e-08,5.029934e-07,8.594978000000001e-07,4.5119379999999997e-07,71,70,1,7.5,0.23002199999999998,0.9814309000000001,2.4468080000000003,4.21875,32,31,1,0
26753-016,0.0,0.7169601999999999,-0.00032397810000000003,0.13667839999999998,0.16524589999999997,0.6284413000000001,215,214,1,54.18015,0.009119244,9.138199,10.77507,2.405061,215,214,1,212.8577,-0.23346979999999998,23.41167,36.20798,118.048,192,191,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.382786e-05,-3.689788e-08,3.2052749999999996e-06,5.771074e-06,2.990783e-06,215,214,1,7.5,0.01182222,1.2702790000000002,1.652591,4.289773,176,175,1,0
81392-011,0.0,0.8408319,-0.0002571332,0.1838247,0.2165946,0.7066286999999999,596,595,1,486.8866,0.005033299000000001,18.6539,45.60406,18.594829999999998,596,595,1,441.8266,0.002931166,70.2425,93.59831,231.489,523,522,1,0.16144470000000002,0.0004342724,0.0100293,0.02352737,0.2379185,57,56,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01252214,-6.5168690000000004e-06,0.00048634970000000004,0.001196124,0.01823419,170,169,1,9.910608e-06,6.523637e-10,1.057974e-06,1.5124170000000002e-06,9.058348000000001e-07,596,595,1,11.66667,0.01153511,1.321399,2.506293,7.558348,557,556,1,3
23789-002,0.0,0.7234045,-0.002028584,0.1398231,0.1884855,0.5972415,125,124,1,180.1158,-0.26210789999999995,19.5276,39.857859999999995,14.407979999999998,125,124,1,452.2729,-3.285164,61.49078000000001,126.3559,178.5976,104,103,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.588674e-06,-3.988087e-09,9.402189e-07,1.3174449999999998e-06,7.881683000000001e-07,125,124,1,10.83333,0.02720255,1.069601,1.620623,3.255814,86,85,1,0
