id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,label
81392-020,0.0,0.7744196999999999,5.8565290000000006e-05,0.17061729999999997,0.1983871,0.655047,836,835,1,494.6028,-0.01804492,16.10418,40.165040000000005,12.86549,836,835,1,460.3715,-0.1655652,84.36433000000001,112.5157,202.7135,717,716,1,0.6749286999999999,0.0016017070000000002,0.1379256,0.2174275,0.13889649999999998,281,280,1,0.4023387,0.002280461,0.03448258,0.07034831,0.5880335,39,38,1,0.05682256,0.0001035115,0.01812147,0.02490672,0.0379172,432,431,1,1.0779020000000001e-05,1.029417e-09,1.1647939999999999e-06,1.7428e-06,1.100497e-06,836,835,1,3
26753-017,0.0,0.7309966999999999,0.0001927073,0.1300512,0.1668635,0.6577759,696,695,1,337.6112,-0.0016374679999999998,11.36282,31.294179999999997,10.00612,696,695,1,378.4236,0.0193551,27.87033,47.080690000000004,122.4009,627,626,1,0.1809987,9.967824e-05,0.005400026,0.01782908,0.2693603,127,126,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.551668,-0.0018730110000000002,0.12955999999999998,0.25837899999999997,0.49054,384,259,125,2.4500549999999997e-05,1.72952e-09,9.971769e-07,1.809161e-06,1.109312e-06,696,695,1,0
95407-002,0.0,0.5290875,0.003218582,0.1160234,0.14237170000000002,0.6279253,46,45,1,171.8472,-0.9955860000000001,23.46525,37.594440000000006,14.308689999999999,46,45,1,328.8286,-2.848156,53.64515,78.2431,188.6058,45,44,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.355824e-07,1.6421830000000001e-09,2.342331e-08,3.7914839999999994e-08,3.4682480000000007e-08,46,45,1,3
56896-022,0.0,0.8973603000000001,-0.0016751079999999998,0.1708873,0.2472067,0.5497432,275,274,1,472.6267,0.8729836,87.18616999999999,138.8859,72.3715,275,274,1,417.2357,0.03575401,89.2681,108.1941,261.2301,205,204,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.3958609999999998e-06,-2.0480100000000003e-09,2.1225549999999998e-07,3.660468e-07,1.981731e-07,275,274,1,3
56896-003,0.0,0.6801376,0.0005952741000000001,0.1289139,0.1557304,0.5953009,116,115,1,334.8955,0.5645952,25.98268,54.85856999999999,16.7131,116,115,1,357.0685,-1.134204,66.50195,87.55527,192.3692,94,93,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.025026e-06,1.0662e-09,1.7745739999999997e-07,3.38871e-07,1.457194e-07,116,115,1,3
81392-012,0.0,0.7809345,-5.1606099999999994e-05,0.1640155,0.1951642,0.5829045,486,485,1,341.1503,-0.008257727,26.28875,51.72533,17.10419,486,485,1,455.9022,-0.2636063,91.97993000000001,120.7457,211.5314,368,367,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0411057,1.345188e-05,0.0009558494000000001,0.0035582229999999997,0.06128486,165,164,1,6.263707000000001e-06,1.4608800000000002e-09,7.477287e-07,1.11425e-06,6.291330999999999e-07,486,485,1,3
44574-006,0.0,0.48815159999999996,-0.0001997299,0.09309635,0.1126992,0.5542235,136,135,1,175.4929,0.2884494,16.98425,33.27102,8.822673,136,135,1,444.7038,-1.668755,67.27164,103.8274,156.0042,114,113,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.109096e-06,-1.7557629999999999e-09,1.4797770000000003e-07,2.25198e-07,1.383499e-07,136,135,1,3
81392-003,0.0,0.6928423,0.000477286,0.1894379,0.2087436,0.6057811,66,65,1,37.67872,-0.06446005,10.16367,11.4273,4.255816,66,65,1,440.3618,-5.771256,64.91385,115.5601,187.2343,50,49,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.223782e-06,8.670719999999999e-09,9.829008e-07,1.232512e-06,1.229175e-06,66,65,1,3
81392-010,0.0,0.7471837,0.00028875099999999996,0.1539014,0.178197,0.6524668,315,314,1,189.247,0.06033166,11.09043,23.36835,8.640967999999999,315,314,1,372.1639,0.18516670000000002,40.33695,63.91395,164.8792,284,283,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.00045989949999999995,2.480696e-06,3.8612579999999995e-05,7.944923000000001e-05,0.0006726031,40,39,1,7.894668e-06,-8.831626e-12,7.622751e-07,1.115742e-06,8.162891999999999e-07,315,314,1,3
56896-009,0.0,0.8809664,-0.0008052986,0.10310719999999998,0.1442535,0.6146602,175,174,1,183.6647,-0.01110259,12.82837,29.885,10.49417,175,174,1,428.0167,0.1372425,56.12815,79.99941,178.703,163,162,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.09212e-06,-1.8796240000000002e-09,1.617251e-07,2.377676e-07,1.930312e-07,175,174,1,3
47939-002,0.0,0.7726531999999999,0.0009206886999999999,0.17633279999999998,0.2165754,0.5572925999999999,268,267,1,484.6277,-0.7065133000000001,71.19060999999999,115.9396,61.48121999999999,268,267,1,397.1524,-0.7491781999999999,54.51449,87.89950999999999,174.3222,184,183,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.765679e-06,2.795435e-09,3.574395e-07,7.010032e-07,3.438575e-07,268,267,1,0
44574-002,0.0,0.5769767,-0.0014978279999999999,0.13711199999999998,0.1631474,0.4542125,81,80,1,169.9272,0.2468514,15.210679999999998,29.679809999999996,2.1303349999999996,81,80,1,181.7679,1.316088,29.86825,40.74831,108.6262,38,37,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.346483000000001e-07,6.58512e-10,2.0247810000000001e-07,2.551943e-07,2.089891e-07,81,80,1,3
56896-007,0.0,0.40548379999999995,0.00323721,0.06461404,0.08130074,0.44155649999999996,26,25,1,21.043129999999998,0.25361710000000004,3.179868,4.337117,-4.04298,26,25,1,342.3867,-8.048285,79.09348,96.86206,220.4419,14,13,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.521524e-07,2.509211e-09,2.811298e-08,4.062901999999999e-08,3.8388779999999997e-08,26,25,1,3
47939-015,0.0,0.877346,-0.0002833441,0.1850456,0.21668160000000003,0.5362408000000001,426,425,1,486.609,-0.070838,37.203309999999995,71.36742,21.57355,426,425,1,417.0834,0.1099837,52.24603,69.61791,164.1452,279,278,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.512036e-06,-9.223879e-10,4.0841120000000005e-07,6.543594e-07,3.639306e-07,426,425,1,0
56896-021,0.0,0.4843839,-0.0031470879999999997,0.08612803,0.1276249,0.5721089,76,75,1,322.2036,0.9231942,33.67795,59.943259999999995,19.89919,76,75,1,219.8524,-2.208698,38.07353,63.62669,162.4587,66,65,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.17637e-06,-2.194301e-09,2.548786e-07,3.179246e-07,2.436546e-07,76,75,1,3
68117-005,0.0,0.8488929000000001,-0.00043032160000000004,0.1733917,0.2178078,0.6315892,555,554,1,341.8346,-0.01701202,15.55688,38.20293,11.45233,555,554,1,439.743,-0.1939746,55.44452,87.10984,198.3546,455,454,1,0.1845645,0.01174501,0.03386224,0.05689897,0.2516789,11,10,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.296937,0.0005486808,0.02746376,0.04763161,0.17785810000000002,144,143,1,8.134316e-06,-1.37347e-09,3.4474890000000005e-07,7.356662e-07,3.47478e-07,555,554,1,0
81392-033,0.0,0.8094091,0.0001416143,0.1669464,0.195457,0.6766705,455,454,1,195.1192,-0.009851101999999999,9.766571,16.11829,9.048103,455,454,1,455.5155,-0.3902295,72.43905,108.1065,210.7986,406,405,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005236115,3.666748e-05,0.0004895423,0.0009637517999999999,0.007629768,35,34,1,1.0170830000000001e-05,3.046832e-10,1.2328480000000001e-06,1.7336109999999999e-06,1.057585e-06,455,454,1,3
26753-014,0.0,0.7457571999999999,-0.0001474959,0.11360160000000001,0.1468131,0.6552074999999999,676,675,1,481.5684,0.02132386,38.71758,77.38135,28.27515,676,675,1,446.8981,0.01181197,39.740390000000005,67.44972,122.2589,611,610,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2421466,0.01834444,0.04549422,0.07752475,0.326898,10,9,1,7.788679e-06,-2.0032539999999997e-09,5.61046e-07,9.854417e-07,5.578453000000001e-07,676,675,1,0
26753-002,0.0,0.7334303000000001,-9.284742e-06,0.1392237,0.1732241,0.6770771,636,635,1,496.1613,-0.00482402,12.36939,38.020109999999995,12.30662,636,635,1,253.3048,0.01245443,16.9822,30.67165,117.2993,566,565,1,0.06849785,9.43328e-05,0.0031412259999999996,0.008465358000000001,0.1014624,80,79,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7502522,0.0035429090000000003,0.09532982,0.2264737,0.6281334,191,190,1,3.879378e-05,2.137561e-09,1.8891560000000001e-06,4.365249e-06,1.80488e-06,636,634,2,0
80292-003,0.0,0.7939686,-4.878436e-05,0.1745075,0.2162884,0.7993515,246,245,1,483.3418,-0.05457495,20.26132,57.73056999999999,26.633770000000002,246,245,1,413.5772,-0.00579301,34.39072,58.439859999999996,272.8695,224,223,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.425157e-06,1.5697629999999999e-09,1.6390129999999998e-06,2.086796e-06,1.914145e-06,246,245,1,3
18771-002,0.0,0.7686963000000001,-0.0005255787,0.164722,0.1926402,0.5653373,186,185,1,323.8598,-0.02493897,23.52015,50.22282,15.223320000000001,186,185,1,444.9793,-0.9242794,61.792469999999994,90.60432,163.5552,140,139,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.888281e-06,8.751122e-10,1.8977910000000001e-07,3.3081740000000004e-07,1.611124e-07,186,185,1,0
80292-000,0.0,0.605437,-0.0004342454,0.1822484,0.2017736,0.7148707,285,284,1,474.2131,0.3753489,88.43584,132.5035,73.95833,285,284,1,429.5626,0.19738250000000002,61.18394,83.0815,271.3885,234,233,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.090967e-05,-2.5824940000000003e-09,1.184433e-06,1.7708009999999999e-06,1.1614409999999999e-06,285,284,1,3
80292-001,0.0,0.5322022,-0.0062794159999999995,0.1100221,0.1723235,0.6112993,56,55,1,464.591,5.410233,157.679,202.5438,171.3055,56,55,1,385.3064,-5.632029,43.40791,78.38866,242.4052,33,32,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.567334e-06,-4.147285e-08,1.454477e-06,2.179793e-06,1.267912e-06,56,55,1,3
26753-001,0.0,0.6035299,-0.0020875,0.14834679999999997,0.1777885,0.586212,83,82,1,178.1832,-0.15372760000000002,14.79163,30.24431,3.727295,83,82,1,308.1044,0.06231846,62.0164,76.14358,172.6855,67,66,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0044660000000002e-05,-6.005499e-08,4.159846e-06,5.020695e-06,4.944651e-06,83,82,1,0
68117-001,0.0,0.8298026,-0.0001432275,0.20246199999999998,0.2323166,0.6315356,235,234,1,329.0562,-0.02704109,19.989079999999998,40.61788,14.577620000000001,235,234,1,374.856,-0.3106258,44.80042,65.50743,197.4009,201,200,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.494422e-06,-1.848477e-09,1.9292760000000002e-07,3.9879600000000005e-07,1.641855e-07,235,234,1,0
68117-008,0.0,0.7383001,0.00016617900000000002,0.1503329,0.18415810000000002,0.6180553000000001,395,394,1,184.5075,0.01408393,9.021572,16.55224,5.356015,395,394,1,352.3896,-0.1008453,51.10557,68.88925,191.4097,347,346,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.130425,8.038874e-05,0.004105006,0.01321123,0.19400720000000002,120,119,1,4.576816e-06,-8.119632e-10,2.560964e-07,4.704593e-07,2.518087e-07,395,394,1,0
56896-015,0.0,0.41150529999999996,-0.0026468790000000004,0.0875939,0.12270589999999999,0.779512,76,75,1,31.5626,-0.1590302,5.8921209999999995,8.460753,12.74506,76,75,1,166.9193,0.02843596,18.59947,24.52636,218.7643,76,75,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.621474e-06,-6.245096e-09,5.040857000000001e-07,6.532749e-07,5.654168000000001e-07,76,75,1,3
47939-018,0.0,0.5393451,0.0005622181,0.11788589999999999,0.1410753,0.595889,116,115,1,46.91918,0.07943022,6.867742999999999,8.873092,2.063304,116,115,1,159.5891,0.5380755,31.4702,42.959309999999995,143.987,105,104,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.975292e-06,-2.4233320000000004e-09,1.036507e-06,1.268749e-06,1.151073e-06,116,115,1,0
26753-020,0.0,0.5064701,-0.001462341,0.0958441,0.1211962,0.4231834,52,51,1,485.7334,5.0776069999999995,90.38622,144.9657,85.6757,52,51,1,163.3912,1.3079610000000002,24.17074,33.62331,84.16946999999999,26,25,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3066739999999998e-06,-1.0418000000000001e-08,1.7414249999999999e-07,3.140906e-07,1.844334e-07,52,51,1,0
56896-011,0.0,0.8449655,0.0006126387,0.1334608,0.168553,0.63325,266,265,1,481.0108,0.5027226,48.29374,85.5869,33.49743,266,265,1,330.2738,-0.27138979999999996,50.60859,66.51614000000001,179.1712,234,233,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.6479749999999998e-05,-3.0552579999999994e-09,1.076897e-06,2.041686e-06,9.245284000000001e-07,266,265,1,3
68117-004,0.0,0.5146693,0.005178301,0.09352511,0.1386489,0.6837619,56,55,1,162.5941,-0.46761670000000005,19.83399,34.410379999999996,15.681729999999998,56,55,1,309.0261,-2.623413,28.90454,66.99023000000001,233.9917,56,55,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.448259e-07,2.046092e-09,3.6769199999999994e-08,7.516957e-08,3.140513e-08,56,55,1,0
35063-008,0.0,0.7994713000000001,-0.0002588823,0.1448214,0.1818455,0.5945121,796,795,1,485.0121,0.02651935,30.54525,65.15646,19.54226,796,795,1,463.0819,0.15045139999999999,102.4344,127.1392,210.2055,652,651,1,0.2265348,0.0001104936,0.0063785840000000005,0.02165251,0.33728509999999995,135,134,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06561852,-0.0002441925,0.009404959000000001,0.02200566,0.07544978,261,260,1,8.902513e-06,-9.753534e-10,6.973866e-07,1.168266e-06,5.517526e-07,796,795,1,3
47647-001,0.0,0.9062821,-0.00019747299999999998,0.1832248,0.2141636,0.5833656999999999,256,255,1,487.2578,-0.09983651,39.45662,81.15625,26.423659999999998,256,255,1,349.8779,0.03333874,42.71411,58.331790000000005,196.0578,194,193,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.096706e-06,-9.321416e-10,1.261825e-07,1.977561e-07,1.3051650000000002e-07,256,255,1,0
68117-007,0.0,0.7706029999999999,-0.0009577277,0.16825279999999998,0.21285679999999998,0.611896,246,245,1,182.7439,0.008530702,13.48797,25.26651,8.081892999999999,246,245,1,246.6104,-0.1681902,41.202090000000005,55.793,178.4848,193,192,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.670652e-06,-2.2001839999999998e-09,2.514985e-07,5.143851000000001e-07,2.537774e-07,246,245,1,0
56896-032,0.0,0.7699894,-0.004299133,0.11741780000000002,0.19184890000000002,0.5250170999999999,106,105,1,481.6776,3.3198730000000003,90.0313,151.4372,80.08667,106,105,1,431.8767,-2.778193,69.04691,107.1915,192.795,78,77,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.3158980000000002e-06,-5.357556999999999e-09,2.637126e-07,5.505838000000001e-07,2.411469e-07,106,105,1,3
47939-013,0.0,0.4690821,0.01380301,0.1182399,0.1672384,0.5482053000000001,26,25,1,27.387629999999998,0.429983,7.395044,9.235567999999999,-0.8498573,26,25,1,247.5704,1.970264,59.39659,69.06205,275.4569,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0184939999999995e-06,2.0803750000000002e-08,1.1789629999999999e-06,1.568526e-06,1.159995e-06,26,25,1,0
80292-006,0.0,0.6909996,0.0005715388,0.12668510000000002,0.16429960000000002,0.8013746,96,95,1,48.303540000000005,0.0505022,9.494685,11.9684,15.947320000000001,96,95,1,365.9515,-3.232556,41.36549,106.3149,318.1685,92,91,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.43302e-05,1.7060400000000004e-08,2.482775e-06,3.283507e-06,2.458248e-06,96,95,1,3
76373-004,0.0,0.8494655999999999,1.9474120000000002e-05,0.1364885,0.16856229999999997,0.4632361,575,574,1,481.7854,0.0177092,114.5972,146.1989,75.95997,575,574,1,446.5905,-0.24192460000000002,73.88873000000001,94.8697,195.9429,341,340,1,0.5149322000000001,0.0003514156,0.0170082,0.05349296,0.7656228,114,113,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.32375859999999995,0.001312281,0.0402106,0.09853511,0.28912899999999997,227,226,1,2.2609e-07,2.020535e-11,1.416758e-08,2.596561e-08,1.4225700000000001e-08,575,574,1,3
56896-031,0.0,0.7057278,-0.0001058399,0.1199441,0.14337550000000002,0.6423973000000001,446,445,1,472.3853,-0.05662813,43.27783,81.21114,30.430640000000004,446,445,1,457.4459,-0.02275269,63.08752,87.45586999999999,161.9166,406,405,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.42143e-06,-1.315181e-10,1.541276e-07,2.2362179999999998e-07,1.4751089999999998e-07,446,445,1,3
47939-011,0.0,0.6891685000000001,-0.00200929,0.1510764,0.1977152,0.5836709,145,144,1,479.8749,0.5952607,44.75377,80.1217,25.94606,145,144,1,218.4339,-0.4592067,24.31306,40.75755,126.058,98,97,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.788999e-06,-1.013355e-08,8.449277e-07,1.298216e-06,7.886099e-07,145,144,1,0
26753-016,0.0,0.7169601999999999,-0.00032397810000000003,0.13667839999999998,0.16524589999999997,0.6284413000000001,215,214,1,54.18015,0.009119244,9.138199,10.77507,2.405061,215,214,1,212.8577,-0.23346979999999998,23.41167,36.20798,118.048,192,191,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.382786e-05,-3.689788e-08,3.2052749999999996e-06,5.771074e-06,2.990783e-06,215,214,1,0
81392-011,0.0,0.8408319,-0.0002571332,0.1838247,0.2165946,0.7066286999999999,596,595,1,486.8866,0.005033299000000001,18.6539,45.60406,18.594829999999998,596,595,1,441.8266,0.002931166,70.2425,93.59831,231.489,523,522,1,0.16144470000000002,0.0004342724,0.0100293,0.02352737,0.2379185,57,56,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01252214,-6.5168690000000004e-06,0.00048634970000000004,0.001196124,0.01823419,170,169,1,9.910608e-06,6.523637e-10,1.057974e-06,1.5124170000000002e-06,9.058348000000001e-07,596,595,1,3
81392-014,0.0,0.7377934,-0.0004599315,0.1602252,0.20287850000000002,0.632804,536,535,1,331.1242,0.04425508,23.28633,47.72935,17.335739999999998,536,535,1,451.2766,0.2891284,83.4171,119.8354,208.3424,433,432,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.409611e-06,-1.889767e-09,9.482640000000001e-07,1.4118600000000002e-06,8.259869e-07,536,535,1,3
56896-026,0.0,0.8346517,-0.0007340619,0.09394573,0.1367,0.5795485,296,295,1,470.9545,0.4128786,62.78086,107.9345,41.839,296,295,1,437.2549,-0.10736400000000001,72.77135,90.79941,193.4306,257,256,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.091849e-06,-7.505138e-10,8.956476e-08,2.160916e-07,7.364715e-08,296,295,1,3
47647-000,0.0,0.6985584,8.460283000000002e-05,0.19076629999999997,0.2137284,0.6309968,325,324,1,478.4162,0.09609295,25.6054,58.458040000000004,19.239320000000003,325,324,1,449.411,0.1003324,44.78719,67.16808,178.4467,260,259,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.08580633,0.0002308118,0.0053304780000000005,0.01250458,0.1264514,57,56,1,2.128974e-06,1.563324e-10,2.775967e-07,3.9660059999999994e-07,2.579048e-07,325,324,1,0
81392-001,0.0,0.5403998000000001,-0.00037696400000000003,0.1411829,0.1599908,0.6570712,136,135,1,41.80265,-0.01405696,7.128589999999999,8.492405,6.08041,136,135,1,141.7113,-0.0170014,24.61684,32.88479,125.0822,121,120,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.886147e-06,-4.6397139999999995e-09,6.834940999999999e-07,1.042444e-06,7.167036e-07,136,135,1,3
18771-000,0.0,0.8114449,-0.0004060831,0.15759990000000001,0.1921934,0.5252103,125,124,1,331.8617,-0.7448395000000001,30.99206,57.714290000000005,17.175060000000002,125,124,1,285.1136,0.2809016,38.8987,53.58865,120.6421,85,84,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.989504e-06,-1.980983e-09,2.6518659999999996e-07,3.9572390000000006e-07,2.3770749999999999e-07,125,124,1,0
56896-014,0.0,0.7189963,-0.004003425,0.131735,0.1805961,0.6615496,46,45,1,318.2632,2.445354,35.74173,59.89779,28.85763,46,45,1,265.4653,4.039615,41.88055,73.48267,150.6939,43,42,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.027998e-07,-2.9046700000000005e-09,5.2118989999999995e-08,8.468908000000001e-08,7.614566e-08,46,45,1,3
81392-017,0.0,0.5427319,-0.0001494478,0.07454091,0.10433030000000001,0.7505988,145,144,1,28.39777,-0.01654555,4.219428,5.679037,11.02356,145,144,1,185.893,-0.1359849,10.2228,20.69815,146.549,145,144,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.635376e-06,-6.230536999999999e-09,9.984852e-07,1.523397e-06,1.139245e-06,145,144,1,3
81392-038,0.0,0.8224054000000001,3.0847529999999994e-05,0.19535450000000001,0.21967289999999998,0.640352,926,925,1,354.0808,-0.0012506260000000001,22.318820000000002,46.03653,19.05796,926,925,1,450.6955,0.03407118,76.04694,99.99079,219.5242,733,732,1,0.4653226,0.001547875,0.1018873,0.21327359999999998,0.24756039999999999,390,389,1,0.4244633,0.002053472,0.08315795,0.18977839999999999,0.2887053,272,271,1,0.05557664,-0.0001198127,0.01114232,0.02371502,0.02751791,580,476,104,1.2619560000000001e-05,-2.018429e-10,1.343426e-06,1.961728e-06,1.186355e-06,926,925,1,3
