,frameTime,voiceProb_sma_max,voiceProb_sma_min,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_nnz,voiceProb_sma_duration,HNR_sma_max,HNR_sma_min,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_nnz,HNR_sma_duration,F0_sma_max,F0_sma_min,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_nnz,F0_sma_duration,F0raw_sma_max,F0raw_sma_min,F0raw_sma_linregc1,F0raw_sma_linregerrA,F0raw_sma_stddev,F0raw_sma_amean,F0raw_sma_nnz,F0raw_sma_duration,jitterLocal_sma_max,jitterLocal_sma_min,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_nnz,jitterLocal_sma_duration,jitterDDP_sma_max,jitterDDP_sma_min,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_nnz,jitterDDP_sma_duration,jitterLocEnv_sma_max,jitterLocEnv_sma_min,jitterLocEnv_sma_linregc1,jitterLocEnv_sma_linregerrA,jitterLocEnv_sma_stddev,jitterLocEnv_sma_amean,jitterLocEnv_sma_nnz,jitterLocEnv_sma_duration,jitterDEnv_sma_max,jitterDEnv_sma_min,jitterDEnv_sma_linregc1,jitterDEnv_sma_linregerrA,jitterDEnv_sma_stddev,jitterDEnv_sma_amean,jitterDEnv_sma_nnz,jitterDEnv_sma_duration,shimmerLocal_sma_max,shimmerLocal_sma_min,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_nnz,shimmerLocal_sma_duration,shimmerLocEnv_sma_max,shimmerLocEnv_sma_min,shimmerLocEnv_sma_linregc1,shimmerLocEnv_sma_linregerrA,shimmerLocEnv_sma_stddev,shimmerLocEnv_sma_amean,shimmerLocEnv_sma_nnz,shimmerLocEnv_sma_duration,pcm_intensity_sma_max,pcm_intensity_sma_min,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_nnz,pcm_intensity_sma_duration,NUV,UV-V-portion,reg_label,dys_label,label
78597,0.025,0.9697651,0.247188,-0.0001518672,0.08819939,0.1440495,0.8654757,1208,1208,460.517,-11.7482,-0.003756937,9.300117,30.56754,25.87699,1208,1208,482.6525,0.0,0.05647923,31.11522,52.8154,220.8459,1205,1208,477.8959,0.0,0.06896183,31.24452,53.45008000000001,222.2011,1207,1208,0.6779982,0,6.568788e-05,0.03491462,0.06612059,0.02804553,1205,1208,0.7167906999999999,4.050102000000001e-05,7.331977e-05,0.04046949,0.07816552,0.03205385,1208,1208,0.5460585,0.0,5.639646e-05,0.03423331,0.0661911,0.02630099,1203,1208,0.5738831,0.0001591528,6.457244000000001e-05,0.03815449,0.07319791,0.02939617,1208,1208,0.9408536,0.0,0.0001134979,0.06278206,0.1066083,0.0795498,1206,1208,0.9408536,0.002470511,0.0001180808,0.0653929,0.109316,0.08226130000000001,1208,1208,1.154304e-05,7.641954e-11,-9.295542e-10,5.305866999999999e-07,9.01338e-07,7.136665000000002e-07,1208,1208,3,0.002483443708609272,8,0,2
32762,0.025,0.9197076,0.02422742,9.099066e-05,0.1091446,0.15444639999999998,0.7584059,1168,1168,460.517,-16.15051,0.01695179,16.36226,52.27424,21.23476,1168,1168,491.0645,0.0,0.04510698,30.12319,63.42174,178.9127,1145,1168,492.3076,0.0,0.06200865,35.97776,70.52753,182.875,1158,1168,0.7527001,0,2.641197e-05,0.04914851,0.08664343,0.04495298,1143,1168,0.7527001,0.0,3.336354e-05,0.05672118,0.09233308,0.05078044,1164,1168,0.8102686,0.0,2.3864970000000007e-05,0.04363867,0.08282807,0.0392019,1139,1168,0.8102686,0.0,2.5526390000000006e-05,0.04826411,0.08472789,0.04322402,1164,1168,0.6821763000000001,0.0,-1.910284e-05,0.06829273,0.09918084,0.1220282,1151,1168,0.6821763000000001,0.0,-1.5877929999999998e-05,0.0701476,0.101592,0.124736,1165,1168,1.045463e-06,1.225244e-11,-9.723989e-11,9.572432e-08,1.45266e-07,1.275428e-07,1168,1168,23,0.01969178082191781,7,0,2
80292,0.025,0.9531272,0.1239399,-0.0006032872,0.09025786,0.1554787,0.8893868,348,348,460.517,-4.8562,0.14037470000000002,22.44626,53.34157,36.11792,348,348,446.6114,0.0,-0.03885954,16.32338,49.91483,247.4918,340,348,449.5743,0.0,0.02059199,22.29476,49.37459000000001,255.015,346,348,0.3934264,0,0.0001679177,0.03024119,0.05886348,0.02183839,343,348,0.6461138000000001,0.0009204582,0.000233926,0.03581442,0.07247819,0.02600334,348,348,0.3556217,0.0,9.537937e-05,0.02551459,0.05156019,0.01862939,340,348,0.7279393,0.0001706188,0.0002447271,0.03938822,0.07904033,0.0279545,348,348,0.5429086999999999,0.0,0.00026280220000000004,0.05177689,0.08308654,0.06519479,343,348,0.5429086999999999,0.006339374,0.0003962567,0.06196036,0.09648427,0.07326727,348,348,1.12059e-05,3.347919e-08,-6.137771e-09,1.879956e-06,2.388358e-06,3.585307e-06,348,348,8,0.02298850574712644,5,1,3
18771,0.025,0.7916968000000001,0.03895852,6.257541e-06,0.04872466,0.06975705,0.6278179,3368,3368,460.517,-31.48491,0.002455815,4.714443,21.75418,7.13172,3368,3368,488.6877,0.0,-0.0003688145,14.83415,42.59853,101.8834,3357,3368,485.0678,0.0,0.001162352,19.94031,49.0831,104.8396,3367,3368,1.0,0,-1.47177e-05,0.05147851,0.1182657,0.03662618,3326,3368,1.0,0.0,-1.320921e-05,0.05394808,0.121254,0.03800633,3331,3368,1.0,0.0,-2.216436e-05,0.06647665,0.1422315,0.04366994,3359,3368,1.0,2.616302e-05,-2.141163e-05,0.06822817,0.1439852,0.04496785,3368,3368,0.7185686,0.0,-1.5401e-05,0.06746335,0.09506377,0.1280174,3366,3368,0.7185686,0.0004028886,-1.5039370000000003e-05,0.06863122,0.09629552,0.1292517,3368,3368,3.242315e-06,2.709917e-10,-2.799581e-11,1.092886e-07,2.000618e-07,1.266032e-07,3368,3368,11,0.0032660332541567696,13,0,0
38717,0.025,0.8828282,0.2077888,-4.660904e-05,0.06827873,0.110913,0.7990385,1488,1488,20.36731,-17.112560000000002,-0.002491983,3.845376,6.1281349999999986,14.334829999999998,1488,1488,484.8485,0.0,0.03708598,20.253,45.40738,139.2515,1487,1488,484.8485,64.77857,0.04949564,28.08615,58.23083000000001,143.4312,1488,1488,1.0,0,1.685149e-05,0.05904717,0.1219526,0.04021776,1487,1488,1.0,0.0,1.685149e-05,0.05904717,0.1219526,0.04021776,1487,1488,1.0,0.0,1.7169679999999998e-05,0.04802936,0.1021742,0.0337733,1487,1488,1.0,0.0,1.7169679999999998e-05,0.04802936,0.1021742,0.0337733,1487,1488,0.763238,0.0,6.441985e-05,0.05355769,0.09245268,0.08559591,1487,1488,0.763238,0.0,6.441985e-05,0.05355769,0.09245268,0.08559591,1487,1488,9.482262e-06,3.106252e-10,-4.248451e-10,6.990824999999999e-07,1.042885e-06,1.088217e-06,1488,1488,1,0.0006720430107526883,13,1,2
42080,0.025,0.9781544,0.05265571,0.0001184497,0.1290637,0.1775511,0.8433091999999999,628,628,460.517,-9.663166,-0.08005754,22.6985,57.60664000000001,29.75558,628,628,446.531,0.0,0.1731433,32.80278,63.2753,304.758,610,628,446.531,0.0,0.1447995,28.22505,53.1133,307.7218,619,628,0.2786843,0,-1.5794579999999998e-05,0.02729427,0.04286264,0.0224355,619,628,0.2786843,0.0,-2.261443e-05,0.02844298,0.04459534,0.02318262,619,628,0.3007829,0.0,-1.742737e-05,0.02697786,0.04406634,0.02156755,618,628,0.3007829,0.0,-2.27106e-05,0.02780142,0.04497861,0.022147299999999998,619,628,0.4487876,0.0,4.710835e-05,0.06723917,0.08330014,0.121867,619,628,0.4487876,0.0,3.919563e-05,0.06800998,0.08371712,0.1227338,619,628,6.696671999999999e-05,6.316621e-10,-1.967864e-08,3.744056e-06,7.440497e-06,4.518488e-06,628,628,18,0.028662420382165606,7,0,2
13691,0.025,0.7899635,0.04476884,-6.390126e-05,0.07140063,0.1084826,0.7097925,1598,1598,311.0193,-23.29925,-0.001104369,5.952314,25.45386,11.76305,1598,1598,452.3214,0.0,0.01060969,14.49918,37.95846,115.2313,1581,1598,457.406,42.32804,0.02757159,21.53944,47.11092,120.0826,1598,1598,0.9097104,0,7.50637e-05,0.06076271,0.12187089999999998,0.04239202,1594,1598,0.9097104,1.064781e-05,7.118336e-05,0.06333598,0.12535639999999998,0.04479239,1598,1598,0.9055244,0.0,7.509319000000001e-05,0.06486045,0.1284233,0.04388561,1588,1598,0.9055244,6.7247940000000015e-06,6.981764e-05,0.06826045,0.1322202,0.04717112,1598,1598,0.8415484000000001,0.001377215,4.261258e-05,0.0842687,0.1174065,0.138189,1598,1598,0.8415484000000001,0.001377215,4.43028e-05,0.08664826,0.1199692,0.14045839999999998,1598,1598,4.705597e-06,1.366665e-09,-4.401072e-10,4.357951e-07,6.53297e-07,5.969036e-07,1598,1598,17,0.010638297872340424,13,0,0
95465,0.025,0.9347829,0.1993196,-0.0001205471,0.0776678,0.1410474,0.8725113999999999,1138,1138,460.517,-17.62544,-0.01414486,5.963655,19.95277,22.940520000000006,1138,1138,459.2499,0.0,0.02862967,20.92558,47.23,204.1156,1131,1138,460.2108,0.0,0.0176679,19.46948,47.27483,206.7051,1137,1138,0.9284897,0,3.200382e-05,0.02207303,0.05991663,0.01659512,1136,1138,0.9284897,4.081836e-05,2.878757e-05,0.02286109,0.06087388,0.01721605,1138,1138,0.9432508,0.0,3.059939e-05,0.02194283,0.06088448,0.01532987,1136,1138,0.9432508,8.847002e-05,2.832985e-05,0.02249802,0.06133043,0.01576802,1138,1138,0.8199649,0.0,0.0001382396,0.06671137,0.1274121,0.08006867,1136,1138,0.8199649,0.00301792,0.0001315768,0.06762081,0.1294594,0.08135499,1138,1138,5.3932169999999984e-06,7.407261e-10,-5.428238e-10,7.958871999999998e-07,1.049029e-06,8.673898e-07,1138,1138,7,0.006151142355008786,13,0,0
35063,0.025,0.940835,0.1705445,-0.0005282051,0.1415948,0.1905475,0.5868106,518,518,460.517,-26.86906,0.121473,42.89691,83.48272,21.56832,518,518,419.8651,0.0,-0.1408279,56.188930000000006,80.85265,196.6703,494,518,492.3076,0.0,-0.09064223,62.57853000000001,87.10503,205.1332,505,518,1.0,0,0.00027277080000000003,0.157906,0.219063,0.16951870000000002,499,518,1.0,0.0,0.0004569897,0.1578616,0.2250069,0.187326,516,518,1.0,0.0,0.0003570034,0.1747047,0.2335619,0.1813275,500,518,1.0,0.0008682103,0.0004271572,0.1687185,0.23054610000000006,0.189571,518,518,1.0,0.0,0.0001787732,0.2127691,0.2488005,0.31525679999999995,504,518,1.0,0.00281784,0.0002353004,0.2061228,0.2431325,0.3218257,518,518,1.4568629999999997e-05,8.553985e-10,-3.464159e-09,1.460213e-06,2.214922e-06,1.403056e-06,518,518,24,0.04633204633204633,6,1,3
58812,0.025,0.9155017,0.1789438,-0.0001572464,0.0882495,0.1474758,0.8145819999999999,1548,1548,460.517,-15.53315,0.002085186,6.757994999999998,29.48533,18.92667,1548,1548,412.9204,0.0,-0.02641483,12.26714,28.29359,172.47099999999998,1535,1548,453.159,0.0,-0.01152639,10.74155,30.512290000000004,175.882,1544,1548,1.0,0,0.0001095645,0.07071355,0.1357285,0.04672888,1543,1548,1.0,9.256766e-05,0.0001156304,0.07242008,0.1368404,0.04832173,1548,1548,1.0,0.0,0.0001143461,0.07189513,0.1348656,0.04554833,1542,1548,1.0,1.535214e-05,0.00012220350000000002,0.07451887,0.1365696,0.04761206,1548,1548,1.0,0.0,8.567620999999999e-05,0.0632875,0.1197296,0.1020269,1544,1548,1.0,0.0001661493,9.250118e-05,0.06456222,0.1209274,0.10381780000000003,1548,1548,2.81642e-06,6.019801e-10,-2.309313e-10,1.297328e-07,2.353553e-07,2.223572e-07,1548,1548,13,0.008397932816537468,13,0,0
26753,0.025,0.8710915000000001,0.01982925,-1.865151e-05,0.037189099999999996,0.07701418,0.793575,3378,3378,460.517,-8.494485000000001,0.005605218,11.2327,41.15135,19.31237,3378,3378,470.69,0.0,-0.001348974,8.302124000000001,26.81221,121.1547,3354,3378,472.9973,0.0,0.002751758,9.831839,32.92978,122.8765,3361,3378,1.0,0,7.679933999999999e-06,0.0151101,0.04858671,0.01302635,3344,3378,1.0,9.042675e-06,1.089545e-05,0.01920711,0.05420728,0.01531998,3378,3378,0.7953534000000001,0.0,7.875273e-06,0.0148861,0.04810482,0.01193749,3339,3378,0.7953534000000001,8.862819e-06,1.064228e-05,0.01826153,0.05146427,0.01392365,3378,3378,0.6568658,0.0,1.4633829999999994e-05,0.035567699999999994,0.05874283,0.05929303,3354,3378,0.6568658,6.428787e-08,2.0852820000000006e-05,0.04073851,0.07077068,0.06377063,3378,3378,1.947352e-06,1.113074e-10,-9.753469e-11,1.810704e-07,2.543771e-07,2.9450329999999995e-07,3378,3378,24,0.007104795737122558,12,0,0
56896,0.025,0.9441285,0.04264801,-0.0001019401,0.0804183,0.1346258,0.7517305999999999,2288,2288,460.517,-17.472070000000002,0.002501816,22.41267,65.30117,23.80161,2288,2288,484.8485,0.0,0.01897375,26.80273,56.61765,147.2622,2243,2288,484.8485,0.0,0.02629401,30.45942,59.40731,148.9207,2250,2288,1.0,0,6.57426e-05,0.06012708,0.11976760000000003,0.04508937,2226,2288,1.0,0.0,6.837295e-05,0.06775410000000001,0.1297933,0.05367247,2287,2288,0.9052765,0.0,6.934041e-05,0.06490599999999999,0.1231402,0.04747919,2222,2288,0.9052765,0.0001119779,8.120113e-05,0.07210554,0.13426860000000002,0.05512643,2288,2288,0.8700249,0.0,6.310422e-05,0.06467132,0.1043276,0.1125332,2242,2288,0.8700249,0.0005636807,6.762380999999999e-05,0.06832922,0.1089771,0.1199842,2288,2288,8.192674e-06,2.930806e-11,-3.372698e-10,2.769431e-07,6.699563e-07,2.326908e-07,2288,2288,45,0.019667832167832168,6,1,3
95407,0.025,0.9125233,0.315215,-0.0002792008,0.08377527,0.1262723,0.7359019,418,418,460.517,-29.28104,-0.07798071,12.22501,37.6793,14.3347,418,418,482.4363,0.0,0.33849179999999995,49.61269,85.82291,140.1598,413,418,482.5105,0.0,0.4041123,57.6927,95.64389,149.06799999999998,417,418,0.8554553,0,0.0003480751,0.05928361,0.1091088,0.04681574,413,418,0.8554553,0.0,0.0003480751,0.05928361,0.1091088,0.04681574,413,418,0.8510777,0.0,0.0003056619,0.05386271,0.1110189,0.04231939,413,418,0.8510777,0.0,0.0003056619,0.05386271,0.1110189,0.04231939,413,418,0.8020215,0.0,0.0001565076,0.06996736,0.1036748,0.1131151,416,418,0.8020215,0.0054213740000000005,0.000104382,0.07509457,0.1093933,0.1168174,418,418,8.398669e-06,9.850844000000001e-11,-3.32339e-09,1.181442e-06,1.648991e-06,1.638055e-06,418,418,5,0.011961722488038276,6,1,3
47647,0.025,0.9246733,0.1000049,-7.258978e-05,0.05925576,0.1299258,0.8714261999999999,898,898,314.7788,-10.37756,-0.001962035,11.85354,36.06961,28.1333,898,898,440.8926,0.0,0.00648354,8.033897,31.66818,187.5128,885,898,461.5384,131.6872,0.02128567,12.13836,32.81518,194.0458,898,898,0.35300640000000005,0,3.126993e-05,0.01401961,0.03544469,0.011504799999999999,895,898,0.4202913,0.0002990984,3.307622e-05,0.02092999,0.04861296,0.0156674,898,898,0.33397540000000003,0.0,2.878358e-05,0.01134171,0.02960461,0.008811178000000001,891,898,0.33397540000000003,0.0001063944,3.253881e-05,0.01765758,0.04048938,0.01278423,898,898,0.4954512,0.0,6.535365e-05,0.03200659,0.06033339,0.06654381,897,898,0.5693191,0.0025235920000000003,7.205696999999999e-05,0.0397615,0.07764931,0.07257307,898,898,6.281651000000001e-06,1.297838e-09,-1.308885e-09,4.088515000000001e-07,7.327460999999998e-07,5.887914e-07,898,898,13,0.014476614699331846,13,0,0
81392,0.025,0.9182436,0.15509360000000005,0.0002914971,0.1346643,0.1721014,0.5573137,563,563,307.0501,-29.30844,-0.01650113,11.79183,28.79325,7.201815,563,563,492.3076,0.0,-0.09780309,131.157,148.2785,326.4377,550,563,492.3076,74.07406999999998,-0.04240209,137.283,148.5547,334.5845,563,563,0.8307113000000002,0,-7.372809e-05,0.09503560000000001,0.1286805,0.16750479999999998,561,563,0.8307113000000002,0.001876674,-8.932999e-05,0.09504963,0.1286234,0.17007329999999998,563,563,0.775579,0.0,-2.848821e-05,0.09438973,0.13368,0.1492406,557,563,0.775579,0.0,-5.847846e-05,0.09392474,0.1329259,0.1534614,561,563,0.8044464,0.0021045720000000003,-0.0002283687,0.09897485,0.1353374,0.2381483,563,563,0.8044464,0.0021045720000000003,-0.0002490285,0.09908330000000001,0.1361236,0.2413319,563,563,8.635205e-06,5.101731e-10,1.804162e-09,6.519853e-07,1.190557e-06,5.427523000000001e-07,563,563,13,0.023090586145648316,5,1,3
16486,0.025,0.9294472,0.1163038,-6.984364e-06,0.01684864,0.06807481,0.9119675,2468,2468,460.517,-21.06701,0.003851555,4.292236,21.08972,25.70825,2468,2468,375.7533,0.0,-0.001299196,3.483741,16.10171,181.722,2456,2468,455.0588,0.0,0.0009250297,3.386483,15.692279999999998,183.2987,2467,2468,0.26269580000000003,0,1.654838e-06,0.003810728,0.01710748,0.004464135,2460,2468,0.3708124,0.0,4.047451e-06,0.005993638000000001,0.02359706,0.005459188,2466,2468,0.297535,0.0,1.097628e-06,0.003828948,0.01800355,0.004116819,2457,2468,0.34933109999999995,0.0,4.859389e-06,0.007190613,0.02837739,0.005679399999999999,2466,2468,1.0,0.0,2.186922e-07,0.01530505,0.05071194,0.029041700000000004,2467,2468,1.0,0.001327678,1.9977440000000003e-06,0.01626917,0.05236503,0.02978052,2468,2468,1.221171e-05,8.291966e-11,-5.624024e-11,1.879577e-06,2.232277e-06,2.87609e-06,2468,2468,12,0.004862236628849271,13,0,0
33752,0.025,0.9177474,0.02379444,-3.410737e-05,0.09247074,0.1398231,0.74616,1248,1248,460.517,-4.880424,0.07943255,39.26616,82.43254,30.103790000000004,1248,1248,455.1836,0.0,-0.07234309,37.4848,67.58156,137.9109,1205,1248,458.4814,0.0,-0.05799896,35.31945,67.45079,138.455,1211,1248,0.7204108,0,-2.470148e-05,0.03239013,0.06105848,0.02800895,1200,1248,1.0,0.000403303,4.607946e-05,0.05696016,0.1186504,0.04441494,1248,1248,0.7296314,0.0,-3.49012e-05,0.03482497,0.08060331,0.0274913,1198,1248,1.0,0.0,3.4615809999999995e-05,0.06011244,0.13063419999999998,0.04357774,1246,1248,0.6077621999999999,0.0,-6.48046e-05,0.05679339,0.07927058,0.0985478,1210,1248,0.6077621999999999,0.0006530143,-3.008218e-05,0.06449961,0.09049828,0.1073155,1248,1248,1.822395e-06,2.991205e-12,-1.46821e-10,5.541571000000001e-08,1.293248e-07,4.649915e-08,1248,1248,43,0.034455128205128215,12,0,2
