id,frameTime,voiceProb_sma_max,voiceProb_sma_min,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,HNR_sma_max,HNR_sma_min,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,F0_sma_max,F0_sma_min,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_nnz,F0_sma_duration,F0raw_sma_max,F0raw_sma_min,F0raw_sma_linregc1,F0raw_sma_linregerrA,F0raw_sma_stddev,F0raw_sma_amean,jitterLocal_sma_max,jitterLocal_sma_min,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterDDP_sma_max,jitterDDP_sma_min,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterLocEnv_sma_max,jitterLocEnv_sma_min,jitterLocEnv_sma_linregc1,jitterLocEnv_sma_linregerrA,jitterLocEnv_sma_stddev,jitterLocEnv_sma_amean,jitterDEnv_sma_max,jitterDEnv_sma_min,jitterDEnv_sma_linregc1,jitterDEnv_sma_linregerrA,jitterDEnv_sma_stddev,jitterDEnv_sma_amean,shimmerLocal_sma_max,shimmerLocal_sma_min,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocEnv_sma_max,shimmerLocEnv_sma_min,shimmerLocEnv_sma_linregc1,shimmerLocEnv_sma_linregerrA,shimmerLocEnv_sma_stddev,shimmerLocEnv_sma_amean,pcm_intensity_sma_max,pcm_intensity_sma_min,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,NUV,UV-V-portion
55029,0.025,0.9463328999999999,0.6049171999999999,0.002891615,0.04054445,0.07473632,0.9124017,28.69903,2.8236310000000002,0.26972979999999996,3.214252,6.059548,24.9625,245.5275,0.0,1.841854,28.9763,51.21933,216.1793,50,52,284.9458,208.7684,0.1240695,9.434924,13.23554,231.4664,0.13435,0.001476145,-0.000853986,0.01543262,0.029178,0.01365732,0.13435,0.001476145,-0.000853986,0.01543262,0.029178,0.01365732,0.18098889999999998,0.0,-0.001021552,0.01911988,0.0342533,0.01532611,0.18098889999999998,0.0,-0.001021552,0.01911988,0.0342533,0.01532611,0.2200511,0.0065979590000000005,-0.001029929,0.02976299,0.04477584,0.04187737,0.2200511,0.0065979590000000005,-0.001029929,0.02976299,0.04477584,0.04187737,2.139525e-05,4.148105999999999e-08,9.151825e-08,4.7320170000000004e-06,5.760658e-06,7.454239e-06,2,0.038461538461538464
05068,0.025,0.8894734000000001,0.2043529,0.01189854,0.1212844,0.2205181,0.7481319000000001,21.59254,-15.40497,0.527934,6.003984,10.62309,13.581970000000002,449.7313,0.0,1.5258200000000002,86.98402,117.7821,164.1987,39,50,480.0951,60.245219999999996,-1.3549639999999998,37.80344,72.5139,164.8717,0.460075,0.002987322,-0.0049778140000000005,0.07448753,0.12232449999999999,0.06317228,0.460075,0.002987322,-0.0049778140000000005,0.07448753,0.12232449999999999,0.06317228,0.6186679,0.001061322,-0.00723332,0.1058307,0.1782249,0.09136478,0.6186679,0.001061322,-0.00723332,0.1058307,0.1782249,0.09136478,0.5102566,0.006166393,-0.005734228,0.07323908,0.1276466,0.09828068,0.5102566,0.006166393,-0.005734228,0.07323908,0.1276466,0.09828068,6.6697130000000004e-06,1.2387330000000002e-07,2.786132e-08,1.19794e-06,1.608536e-06,1.971906e-06,11,0.22
61496,0.025,0.5764278,0.3116322,-4.2811540000000004e-05,0.02645954,0.03866717,0.49890379999999995,1.747481,-12.024230000000001,0.0047080740000000005,1.28617,2.003203,-0.5573319999999999,67.55821999999999,0.0,-0.07573756,23.96071,26.8432,32.1765,176,271,368.1392,62.540769999999995,-0.1645036,18.92243,40.7804,72.76839,1.0,0.00033158910000000006,-0.000593572,0.08915233,0.181005,0.05677136,1.0,0.00033158910000000006,-0.000593572,0.08915233,0.181005,0.05677136,1.0,0.0,-0.0007764638000000001,0.121396,0.2237791,0.07728527,1.0,0.0,-0.0007764638000000001,0.121396,0.2237791,0.07728527,0.6752496,0.0007555492,-0.0001661352,0.07945964,0.11747629999999999,0.09629411,0.6752496,0.0007555492,-0.0001661352,0.07945964,0.11747629999999999,0.09629411,3.2021839999999996e-06,2.423739e-10,-1.820256e-09,2.495184e-07,4.238501e-07,3.185226e-07,95,0.3505535055350554
50377,0.025,0.9486575999999999,0.45043249999999996,9.415684e-06,0.008049435,0.03204783,0.9355136000000001,29.1687,-5.504747,0.000943725,0.7719239,2.3481,27.00947,381.0819,0.0,0.0039754709999999995,2.6752130000000003,11.025210000000001,207.2373,2341,2345,392.9983,102.0207,0.003417183,2.450352,8.339315,207.4656,0.8266048,2.424958e-05,-5.1450450000000005e-06,0.005591701,0.02896422,0.004902966,0.8266048,2.424958e-05,-5.1450450000000005e-06,0.005591701,0.02896422,0.004902966,0.6545584,0.0,-5.327496e-06,0.005784287,0.02874043,0.004481499,0.6545584,0.0,-5.327496e-06,0.005784287,0.02874043,0.004481499,0.5139796,0.0,-1.4439539999999999e-06,0.01089238,0.02436524,0.02369125,0.5139796,0.0,-1.4439539999999999e-06,0.01089238,0.02436524,0.02369125,1.7824110000000002e-05,1.3442590000000002e-09,3.146667e-10,2.03202e-06,2.518519e-06,3.5453699999999996e-06,4,0.0017057569296375266
44574,0.025,0.9098158000000002,0.281107,-0.0005507785,0.1010155,0.17893499999999998,0.7273623,309.9748,-22.96552,-0.01515835,10.838330000000001,27.832459999999998,12.6313,316.8452,0.0,-0.1464427,32.87471,57.128809999999994,128.1915,686,780,416.5769,64.60406,0.04182801,32.09422,54.43911,163.5753,0.9830771999999999,0.0,0.00023596560000000002,0.09131128,0.1587007,0.08340298,0.9830771999999999,0.0,0.0002447921,0.09192936,0.15945479999999998,0.0849407,1.0,0.0,0.0002970409,0.1039143,0.17420650000000001,0.09232379,1.0,0.0,0.0003082476,0.10353010000000001,0.1744605,0.09418354,0.7495824999999999,0.0,0.0002788123,0.09312176,0.1427331,0.1416667,0.7495824999999999,0.0,0.00028641,0.09218689,0.142733,0.14300929999999998,5.715634e-05,1.025236e-09,-1.9548e-08,5.842127e-06,9.502007e-06,7.802395e-06,94,0.12051282051282051
76373,0.025,0.9503533000000002,0.24073579999999997,-2.984772e-05,0.12213900000000001,0.1589905,0.8067964,29.549259999999997,-14.69559,-0.0018778039999999998,7.229108,9.197963,16.20318,412.9204,0.0,-0.002356969,43.55039,63.83124,181.6081,756,810,457.1429,90.82324,0.07091813,36.36378,56.60513,207.9071,0.724601,0.0004702367,1.00003e-05,0.05459839,0.09123921,0.04085715,0.724601,0.0004702367,1.00003e-05,0.05459839,0.09123921,0.04085715,0.8352582000000001,7.780374e-05,-1.165894e-05,0.07080677,0.1172312,0.05039429,0.8352582000000001,7.780374e-05,-1.165894e-05,0.07080677,0.1172312,0.05039429,0.7883888000000001,0.001996404,-5.814598999999999e-06,0.05824808,0.09755141,0.09566812,0.7883888000000001,0.001996404,-5.814598999999999e-06,0.05824808,0.09755141,0.09566812,2.0434e-06,2.49363e-11,1.041067e-10,7.393114e-08,1.6759610000000003e-07,7.962846e-08,54,0.06666666666666667
68117,0.025,0.954896,0.3602748,1.777252e-05,0.01462924,0.04519834,0.9305423,30.52651,-8.636460000000001,0.0001698278,1.399067,3.2171529999999997,26.47265,251.3123,0.0,-0.02236027,6.368926,22.58118,218.4357,1048,1056,320.0,152.381,-0.03237917,3.870401,13.142079999999998,220.0759,0.6730995,0.0003494212,-2.65576e-05,0.01227952,0.04587172,0.009571178,0.6730995,0.0003494212,-2.65576e-05,0.01227952,0.04587172,0.009571178,0.6618782,0.0,-2.9902940000000004e-05,0.01412517,0.05170929,0.009447755,0.6618782,0.0,-2.9902940000000004e-05,0.01412517,0.05170929,0.009447755,0.5702315,0.002750569,-1.2644469999999999e-05,0.01634392,0.03331419,0.04029486,0.5702315,0.002750569,-1.2644469999999999e-05,0.01634392,0.03331419,0.04029486,4.418259e-06,1.4921800000000001e-09,-5.224078e-10,2.8997e-07,4.3647979999999996e-07,5.623833000000001e-07,8,0.007575757575757576
88947,0.025,0.805109,0.2533011,0.0069432619999999995,0.07354887,0.1434483,0.6973222,14.18549,-17.5981,0.3620738,3.873967,7.721228999999999,8.420719,380.2354,0.0,-3.144462,56.99247,92.19485,163.3706,48,51,400.1266,103.4514,-3.8971139999999997,52.70149,85.41582,149.561,0.4825219,0.0007177077000000001,-0.004005936,0.0577836,0.1060692,0.05971514,0.4825219,0.0007177077000000001,-0.004005936,0.0577836,0.1060692,0.05971514,0.6041546,0.0,-0.004191949,0.06692301,0.1236087,0.06236259,0.6041546,0.0,-0.004191949,0.06692301,0.1236087,0.06236259,0.5453618,0.01087469,-0.00368928,0.07288311,0.115071,0.1063763,0.5453618,0.01087469,-0.00368928,0.07288311,0.115071,0.1063763,7.943995e-06,3.316787e-10,-1.2342049999999999e-09,1.0146810000000001e-06,1.697527e-06,1.135462e-06,3,0.058823529411764705
45758,0.025,0.9488219999999999,0.23094989999999999,0.002512635,0.1370933,0.1753194,0.8413417,29.200159999999997,-20.17849,0.134089,9.94759,12.03929,20.09121,246.7899,0.0,1.295749,58.12171,76.24239,194.3496,70,78,246.7899,122.7673,-0.3807474,32.367020000000004,39.05518,211.4682,0.5738531,0.0,0.0017096120000000001,0.05461288,0.09501282,0.03888937,0.5738531,0.0,0.0017096120000000001,0.05461288,0.09501282,0.03888937,0.636456,0.0,0.0036544259999999997,0.09177374,0.1501364,0.07114881,0.636456,0.0,0.0036544259999999997,0.09177374,0.1501364,0.07114881,0.45301099999999994,0.0,-0.0002381555,0.05675802,0.09352592,0.07584768,0.45301099999999994,0.0,-0.0002381555,0.05675802,0.09352592,0.07584768,1.945854e-06,2.20889e-11,9.657771000000001e-09,3.5852220000000005e-07,4.847648e-07,6.048712e-07,8,0.10256410256410256
25066,0.025,0.7718791,0.3196819,-6.974726000000001e-06,0.01671011,0.03446558,0.7158127,12.19304,-15.34459,-0.000373002,0.8925589,1.8348220000000002,9.174314,362.9218,0.0,-0.00275464,3.509497,14.962810000000001,92.04098,2630,2649,384.0122,78.91467,-0.00105982,1.759707,9.128476,92.20232,0.5294165,6.033119000000001e-05,-3.8076640000000006e-07,0.004399233,0.01787385,0.006783442,0.5294165,6.033119000000001e-05,-3.8076640000000006e-07,0.004399233,0.01787385,0.006783442,0.7364689,2.040763e-06,-1.5545e-06,0.005050451,0.02619861,0.006324835,0.7364689,2.040763e-06,-1.5545e-06,0.005050451,0.02619861,0.006324835,0.8412780999999999,0.0008881828,2.343901e-06,0.02228671,0.03721584,0.0421622,0.8412780999999999,0.0008881828,2.343901e-06,0.02228671,0.03721584,0.0421622,1.2550539999999999e-05,8.201138000000001e-09,-3.034522e-10,1.734963e-06,2.214506e-06,2.2129519999999998e-06,19,0.007172517931294828
78597,0.025,0.9697650999999999,0.24718800000000002,8.747527e-05,0.03233793,0.07880279,0.9136912,309.7691,-10.0907,-0.002061459,4.875305,19.050279999999997,26.80752,467.3774,0.0,0.07184262,27.064120000000003,47.137,208.8475,1002,1017,477.8959,99.68847,0.04827689,26.18384,43.66603,212.9971,0.6779982,0.0,-2.522417e-05,0.01285007,0.0394657,0.009068281,0.6779982,4.0501020000000005e-05,-3.326738e-05,0.01609507,0.04445165,0.01047966,0.5460585,0.0,-2.855741e-05,0.01383058,0.0427733,0.008973792,0.5460585,0.0001591528,-3.3119940000000004e-05,0.01563486,0.04470898,0.009776429,0.9408536,0.0,-4.4476729999999996e-05,0.03019173,0.06234992,0.04624,0.9408536,0.002470511,-5.027745e-05,0.03163544,0.06447427,0.04725909,1.1543039999999999e-05,2.757661e-10,-7.547338e-10,5.814480999999999e-07,9.28081e-07,8.258586e-07,15,0.014749262536873156
32762,0.025,0.9080555,0.287003,0.0002970089,0.07326044,0.1238985,0.7727679000000001,304.7823,-13.700429999999999,0.01240994,4.430251,13.36757,13.35926,212.8965,0.0,0.07034907,22.04872,39.134570000000004,158.1559,731,764,261.0771,81.08924,0.01519977,9.203439999999999,13.979920000000002,167.4607,0.8479180000000001,0.0,-6.446687e-05,0.04010988,0.09165783,0.03773127,0.8479180000000001,0.0,-6.446687e-05,0.04010988,0.09165783,0.03773127,0.9933794,0.0,-5.521135e-05,0.03933227,0.09470575,0.0363232,0.9933794,0.0,-5.521135e-05,0.03933227,0.09470575,0.0363232,0.6056585,0.01043375,-0.0001456754,0.05872258,0.08620051,0.1176216,0.6056585,0.01043375,-0.0001456754,0.05872258,0.08620051,0.1176216,1.045463e-06,6.687933e-10,-9.059095e-11,1.0069969999999999e-07,1.41825e-07,1.522634e-07,33,0.04319371727748691
80292,0.025,0.9531272,0.7841833,-3.006531e-06,0.003919187,0.01140696,0.9444453000000002,30.12357,13.68684,-0.002198631,0.627288,1.240514,28.41133,259.4632,86.02150999999999,-0.03187987,3.6898910000000003,11.654069999999999,246.7905,292,292,259.4632,237.037,-0.04976639,2.599213,5.335637,247.5754,0.01236725,0.0,1.418812e-07,0.001415499,0.001890884,0.003959669,0.01236725,0.0,1.418812e-07,0.001415499,0.001890884,0.003959669,0.01052327,0.0,2.951176e-06,0.0013175539999999999,0.001711778,0.003248782,0.01052327,0.0,2.951176e-06,0.0013175539999999999,0.001711778,0.003248782,0.12406800000000001,0.0,-5.829573e-05,0.01316335,0.01766469,0.0384941,0.12406800000000001,0.0,-5.829573e-05,0.01316335,0.01766469,0.0384941,1.1205899999999999e-05,4.6896640000000007e-07,-1.506442e-09,1.8142070000000001e-06,2.2027430000000002e-06,4.006327e-06,0,0.0
18771,0.025,0.7593321999999999,0.3494866,-2.0085179999999997e-05,0.04475392,0.05833102,0.6131278,11.49404,-20.46509,-0.0004754525,2.2132009999999998,3.271584,4.373121,409.3909,0.0,-0.02269514,12.11019,31.008840000000003,93.98489000000001,1013,1030,445.9308,92.8435,-0.02734097,15.434679999999998,38.190459999999995,104.2869,1.0,2.839122e-05,-9.485448e-05,0.08517258,0.1659641,0.05948694,1.0,2.839122e-05,-9.485448e-05,0.08517258,0.1659641,0.05948694,1.0,6.042901999999999e-05,-0.00013408219999999998,0.1153356,0.1998739,0.07654749,1.0,6.042901999999999e-05,-0.00013408219999999998,0.1153356,0.1998739,0.07654749,0.5756764,0.00045007550000000004,-7.934017e-05,0.07575746,0.10383730000000001,0.1502942,0.5756764,0.00045007550000000004,-7.934017e-05,0.07575746,0.10383730000000001,0.1502942,3.2423149999999996e-06,3.608429e-10,-2.628954e-10,1.4980360000000001e-07,3.01636e-07,1.579898e-07,17,0.01650485436893204
38717,0.025,0.3001282,0.3001282,0.0,0.0,0.0,0.3001282,-11.04373,-11.04373,0.0,0.0,0.0,-11.04373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,228.3416,228.3416,0.0,0.0,0.0,228.3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.106252e-10,3.106252e-10,0.0,0.0,0.0,3.106252e-10,1,1.0
42080,0.025,0.9781544,0.41405990000000004,-6.635757e-05,0.09712721,0.13121529999999998,0.86903,38.01838,-9.663166,-0.001793831,8.239755,10.26482,21.51831,385.5421,0.0,0.04430168,33.29403,60.768969999999996,294.5323,487,496,385.5421,195.9249,0.1089464,18.94383,30.584609999999998,307.7351,0.3020703,0.0004655372,-1.864519e-05,0.02599645,0.04326484,0.02045756,0.3020703,0.0004655372,-1.864519e-05,0.02599645,0.04326484,0.02045756,0.1838838,0.0004210637,-1.7408800000000002e-05,0.02120588,0.03297406,0.0169661,0.1838838,0.0004210637,-1.7408800000000002e-05,0.02120588,0.03297406,0.0169661,0.644666,0.009982247,-4.859926e-05,0.0679984,0.0911437,0.1208528,0.644666,0.009982247,-4.859926e-05,0.0679984,0.0911437,0.1208528,6.696671999999999e-05,1.0571780000000001e-08,-2.7059849999999997e-08,4.231603e-06,7.974757e-06,5.686419e-06,9,0.018145161290322582
13691,0.025,0.7885295999999999,0.2487759,0.00022045810000000002,0.02770388,0.05916191,0.7276085999999999,13.1614,-10.7937,0.01248082,1.5944479999999999,3.298633,9.616239,123.1941,0.0,0.009823106,3.6950629999999998,12.67158,108.2037,572,579,355.1896,105.3797,-0.02774057,6.610154,22.690620000000003,112.3228,0.3739111,0.0,-5.557366e-05,0.01211191,0.03560882,0.01239662,0.3739111,0.0,-5.557366e-05,0.01211191,0.03560882,0.01239662,0.5508786999999999,0.0,-8.056415e-05,0.01867449,0.0532992,0.01468738,0.5508786999999999,0.0,-8.056415e-05,0.01867449,0.0532992,0.01468738,0.7534546,0.003605974,-0.0001341681,0.06143893,0.08769003,0.1300741,0.7534546,0.003605974,-0.0001341681,0.06143893,0.08769003,0.1300741,4.7055970000000004e-06,2.5898660000000002e-09,-9.701985e-10,6.022918e-07,8.420937e-07,8.109325e-07,7,0.012089810017271158
